,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Centennial High School, TEA:, FRISCO, Andy Rein / Ashley Kay,AAAAA,Non-Varsity ,2021,165422,1,1,1,1,1,1,1,1,C, El Capitan March (Sousa), Overture to Colas Breugnon  (Kabalevsky/Hunsberger), Ride  (Hazo),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones,
1, 100-Concert Band, Centennial High School, TEA:, Frisco, Ryan Andre / Andy Rein,AAAAA,Sub Non-Varsity A,2021,165434,1,1,1,1,1,1,1,1,C, New Forest March (Johnnie Vinson), Abracadabra (Ticheli/), Three Folk Miniatures (Mvt. 3) (Anon. or Trad./Jutras),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones,
2, 100-Concert Band, Frisco High School, TEA:, Frisco, David Simon,AAAAA,Varsity ,2021,166790,1,1,1,1,1,1,1,1,B, Turkish March from the Ruins of Athens (Beethoven/Curnow), Satiric Dances (Dello Joio/), The Spirit of Cashel (Wilds),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones,
3, 100-Concert Band, Frisco High School, TEA:, Frisco, Matthew Courtney,AAAAA,Non-Varsity A,2021,166823,1,1,1,1,1,1,1,1,C, Broken Bow (Strommen), As Twilight Falls (Sheldon), Peacemaker (Karl King/arr. Swearingen),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones,
4, 100-Concert Band, Heritage High School, TEA:, Frisco, Jason Prasifka,AAAAA,Varsity ,2021,165346,1,1,1,1,1,1,1,1,B, March to the Scaffold (Berlioz/Patterson), Variations on America (Ives/Schuman/Rhoads), Jug Blues and Fat Pickin` (Freund/),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones,
5, 100-Concert Band, Heritage High School, TEA:, Frisco," Kent Wallis / Jason Prasifka, Ronnie Ivy",AAAAA,Sub Non-Varsity A,2021,165298,1,1,1,1,1,1,1,1,C, The Crown of Castile (Spanish March) (Johnnie Vinson), Tonadillas Suite (Granados/Ford), Tudor Sketches (Mvt. 1 & 2) (William Owens),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones,
6, 100-Concert Band, Heritage High School, TEA:, Frisco," Kent Wallis / Jason Prasifka, Ronnie Ivy", Acc:0,AAAAA,Non-Varsity A,2021,165297,1,1,1,1,1,1,1,1,C, Quicksilver (Galop) (William Owens), Variations on Scarborough Fair (Calvin Custer), Shepherd`s Hey (Grainger/Rogers),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones
7, 100-Concert Band, Independence High School, TEA:, Frisco, Hunter Bown,AAAAA,Varsity ,2021,166583,1,1,1,1,1,1,1,1,B," Bach`s Fugue a la Gigue (Bach, J.S./Holst/Mitchell)", Lincolnshire Posy (Grainger/), Easter Monday on the White House Lawn (Sousa/Rogers),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones,
8, 100-Concert Band, Independence High School, TEA:, Frisco, Neil Hicks,AAAAA,Non-Varsity A,2021,166493,1,1,1,1,1,1,1,1,C, Mighty Mite (Mesang/O''Loughlin), A Simple Song (Bernstein/Sweeney), Puszta (Van der Roost),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones,
9, 100-Concert Band, Lebanon Trail HS, TEA:, Frisco, Kelly Wykoff / Matthew Schaul,AAAAA,Non-Varsity ,2021,166545,2,1,1,1,1,1,1,1,C, Nobles of the Mystic Shrine (Sousa), English Folk Song Suite  (Vaughan Williams), Danse Bacchanale  (Saint-Saens/Steiger),DATE of EVENT 04/20/2021 ,Region: 24,1. Todd Clearwater,2. Shane Goforth,3. Mike Ouellette,1. Bob Bryant,2. Benny Davis,3. George Jones,
