,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Caddo Mills Middle School, TEA:, Caddo Mills, Jeremy Wofford / Brian Miears,CC,Varsity ,2021,163707,2,1,2,2,1,1,1,1,2, Stratford March (Higgins), Courtlandt County Festival  (Owens), Danza de Espana  (Chambers),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
1, 100-Concert Band, Canton Jr. High, TEA:, Canton," Cameron Warren / Tim Clifford, Madison Fowler",CC,Varsity ,2021,163901,1,1,1,1,1,1,1,1,C, Darklands March (Standridge), American Folk Tune Adventure  (Gorham), Red Giant  (Vargas),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
2, 100-Concert Band, Edgewood Middle School, TEA:, Edgewood, Elyssa Smith / Bennett Potter,C,Non-Varsity ,2021,164250,2,2,2,2,2,2,1,2, , Macarena (Monterde/Story), Qin Shi`s Stone Army  (Arcari), Conviction  (Clark),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
3, 100-Concert Band, Eustace Middle School, TEA:, EUSTACE," Crystal Heidle / Todd Felty, Sam Litton",C,Varsity ,2021,163451,1,1,2,1,1,1,1,1,C, Fortitude (William Owens), Dance Celebration  (Smith), Shadow of the Longship  (Rath),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
4, 100-Concert Band, Furlough Middle School, TEA:, Terrell, Alana Sewell / Cody Morrow,CCC,Non-Varsity ,2021,164296,1,1,1,1,2,1,2,2,2, Night Fury  (Chambers), Skylight  (Hodges), Forward March! (Murtha),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
5, 100-Concert Band, Furlough Middle School, TEA:, Terrell, Cody Morrow / Alana Sewell,CCC,Varsity ,2021,163784,2,2,2,2,1,1,1,1,2, Phantom Ship  (Del Borgo), Synchronized Energy  (Fhiaras), Andalucia (Victor Lopez),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
6, 100-Concert Band, Grand Saline Middle School, TEA:, Grand Saline, Jenny Bartley / Kyle White,C,Varsity ,2021,163973,1,1,1,1,1,1,1,1,C, Forward March (Murtha), Ghost Ship  (Story), Conviction  (Clark),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
7, 100-Concert Band, Kaufman Junior High, TEA:, Kaufman," Caroline Caves / Gabriel Schafer, Mario Morales, Gerardo Loya, Reagan Hall, Tina Sala",CC,Non-Varsity A,2021,163365,1,1,1,1,1,1,1,1,D, Fortitude Concert March (Williams Owens), Alman (Morley De Stefano), Plaza de Toros (Michael Story),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
8, 100-Concert Band, Kaufman Junior High, TEA:, Kaufman," Caroline Caves / Mario Morales, Gerardo Loya, Reagan Hall, Gabriel Schafer, Tina Sala",CC,Varsity ,2021,163363,1,1,1,1,1,1,1,1,C, Salute to the Flag (Ralph Herman/ Harry Blake), Our Kingsland Spring (Samuel Hazo ), Sketches of Canada (Michael Story),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
9, 100-Concert Band, Kemp Middle School, TEA:, Kemp, Todd Baker,C,Non-Varsity ,2021,163963,2,2,2,2,2,1,2,2, , Infinity March (Curnow), Ming Court  (Pitter), Dance Celebration  (Smith),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
10, 100-Concert Band, Mabank Middle School, TEA:, Mabank, Michael Cox / Stacy Haag,CC,Non-Varsity ,2021,163290,1,2,1,1,1,2,1,1,D, Synergy March (Owens), Dance Celebration  (Smith), Night Fury  (Chambers),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland,
11, 100-Concert Band, Malakoff Middle School, TEA:, Malakoff, Tristian Zamora / Jamie Neeley, Acc:N/A,C,Varsity ,2021,164546,3,3,3,3,3,2,3,3, , Dance Celebration (Robert W. Smith), Nottingham Castle (Larry Daehn),  The Bold Brigade (Carol Brittin Chambers),DATE of EVENT 03/30/2021 ,Region: 3,1. Melissa Fisher,2. Ken McLellan,3. Justin Wallis,1. Brandon Brewer,2. Brian Sours,3. George Strickland
