,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Atascocita Middle School, TEA:, Humble, Cameron Wolfe / Blake Corkill,CCC,Varsity ,2020,156072, , , , , , , , , , Bonnie Eloise (J.P. Thomas arr. by Knoener), Appalachian Morning (17446)  (Sheldon), Brave Spirit (19611)  (Standridge),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
1, 100-Concert Band, Atascocita MS, TEA:, Atascocita, Blake Corkill / Cameron Wolfe, Acc:N/A,CCC,Non-Varsity ,2020,156073, , , , , , , , , , The Collegiate (Martyn), Korean Folk Rhapsody (11) (Curnow), Night Fury (20593) (Chambers),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone
2, 100-Concert Band, C.E. King MS, TEA:, Houston, Brice Harkness / Crystal Hoisager,CCC,Non-Varsity ,2020,156628, , , , , , , , , , Nottingham March  (Jerry Williams), Ghost Ship (18462)  (Story), Egyptique (19576)  (Owens),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
3, 100-Concert Band, C.E. King MS, TEA:, Houston, Crystal Hoisager / Brice Harkness,CCC,Varsity ,2020,156627, , , , , , , , , , Plaza de Toros (Mark Williams), Expectations (19603)  (Clark), Joy (15824)  (Ticheli),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
4, 100-Concert Band, Creekwood Middle School, TEA:, Kingwood, Missy Allen / Adam Davis,CCC,Varsity ,2020,156409, , , , , , , , , , United Nations March (King/Swearingen), Blue and Green Music (Hazo), Latin Folk Song Trilogy (Himes),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
5, 100-Concert Band, Creekwood MS, TEA:, Kingwood, Adam Davis / Missy Allen,CCC,Non-Varsity ,2020,157561, , , , , , , , , , Liberty March (John Edmondson), As Twilight Falls (17497)  (Sheldon), Night Fury (20593)  (Chambers),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
6, 100-Concert Band, Crosby MS, TEA:, Crosby, Brandi Killough / Don Heaslet,CCC,Non-Varsity ,2020,158034, , , , , , , , , , Cadet's Cavalcade (Compello), The Spacious Firmament on High (17494)  (Sharp), Plaza de Toros (20709)  (Story),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
7, 100-Concert Band, Crosby MS, TEA:, Crosby, Don Heaslet / Brandi Killough,CCC,Varsity ,2020,156491, , , , , , , , , , Darklands March (Standridge), As Twilight Falls (Sheldon), Joy (15824)  (Ticheli),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
8, 100-Concert Band, Cunningham MS, TEA:, Houston, Claudina Anderson / Samantha Long,CCC,Non-Varsity ,2020,158168, , , , , , , , , , Union March  (Rogers), Summit Fanfare (17493)  (Owens), Night Fury (20593)  (Chambers),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
9, 100-Concert Band, Cunningham MS, TEA:, Houston, Samantha Long / Claudina Anderson,CCC,Varsity ,2020,158165, , , , , , , , , , Knightsbridge March (Pearson), Expectations (19603)  (Clark), Danza de Espana (19602)  (Chambers),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
10, 100-Concert Band, Galena Park Middle School, TEA:, Galena Park," Justin Allen / Kayla Wood, Jonathan Carr",CCC,Varsity ,2020,157410, , , , , , , , , , The Golden Thirteen (Concert March) (Loest), Tanchozuru (20595)  (Standridge), Into the Arctic (20710)  (Balmages),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
11, 100-Concert Band, Galena Park Middle School, TEA:, Galena Park," Kayla Wood / Justin Allen, Jonathan Carr",CCC,Non-Varsity ,2020,157413, , , , , , , , , , Spirit of New Orleans (March) (Paul Murtha), Atlantis (Anne McGinty), Journey of the Bonfire (William Owens),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
12, 100-Concert Band, Humble Middle School, TEA:, Humble," Terron Ware / Jourdan Marsh, Priscila Garcia",CCC,Varsity ,2020,155827, , , , , , , , , , Fleur De Lis March (Feldstein/Clark), Japanese Pictures (18467)  (Mixon), Rippling Watercolors (19615)  (Balmages),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
13, 100-Concert Band, Humble MS, TEA:, Houston," Jourdan Marsh / Terron Ware, Priscila Garcia",CCC,Non-Varsity ,2020,157447, , , , , , , , , , Manitoba March (Sandy Feldstein and John O'Reilly), Danza de Espana (19602)  (Chambers), Summit Fanfare (17493)  (Owens),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
14, 100-Concert Band, Humble MS, TEA:, Houston," Priscila Garcia / Terron Ware, Jourdan Marsh",CCC,Sub Non-Varsity ,2020,157510, , , , , , , , , , Elizabethan Dance (17482)  (Williams), Little Brazil Suite (15861)  (Balent), Fortitude (William Owens),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
15, 100-Concert Band, Kingwood MS, TEA:, Kingwood, Wade A Fennell / Rebecca May,CCC,Varsity ,2020,157904, , , , , , , , , , Kiefer's Special (William H. Kiefer), Benediction (17526)  (Stevens), Into the Arctic (20710)  (Balmages),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
16, 100-Concert Band, Kingwood MS, TEA:, Kingwood, Wade A Fennell / Rebecca May,CCC,Non-Varsity ,2020,157902, , , , , , , , , , Omega March (John Edmondson), Blue Ridge Rhapsody (128)  (Kinyon), Colliding Visions (17502)  (Balmages),DATE of EVENT 03/25/2020 ,Region: 33,1. Amy Bennett,2. Shannon Dow,3. Reece Nagai,1. Julie Amos,2. Terri Brockway,3. Kevin Stone,
