,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Anderson High School, TEA:, Austin," Andrea Gonzalez / Frank Nedley, Will Jurgens, Eric Mills",AAAAAA,Varsity ,2016,111397,2,2,1,2,1,1,2,1,1, Nobles of the Mystic Shrine (Sousa/Fennell), Festive Overture (Shostakovich/Hunsberger), Give Us This Day (Maslanka),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
1, 100-Concert Band, Anderson High School, TEA:, Austin," Eric Mills / Andrea Gonzalez, William Jurgens, Frank Nedley",AAAAAA,Sub Non-Varsity B,2016,112962,2,3,3,3,1,2,2,2, , Lexington March (Edmondson/), Our Kingsland Spring  (Hazo/ ), A Walk in the Morning Sun  (La Plante/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
2, 100-Concert Band, Anderson High School, TEA:, Austin, Frank Nedley,AAAAAA,Sub Non-Varsity A,2016,111428,1,1,2,1,1,1,1,1,C, In The Shining Of The Stars  (Sheldon/ )," Simple Gifts, Four Shaker Songs (play mvt 1, 2, or 4) (Ticheli/ )", Big Four March (Karl King),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
3, 100-Concert Band, Anderson High School, TEA:, Austin, Will Jurgens,AAAAAA,Non-Varsity ,2016,111540,2,2,1,2,1,1,2,1,2, Eagle Squadron March (Alford/Rogers), Benediction  (Stevens/ ), Laideronnette: Imperatrice des Pagodes  (Ravel/Beck),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
4, 100-Concert Band, Ann Richards High School, TEA:, Austin, Stephen Howard / Amanda Elizondo,AAAAA,Non-Varsity ,2016,109362,2,1,2,2,2,1,1,1,2, Orion (Van Der Roost ), Blue and Green Music  (Hazo/ ), Tudor Sketches (play all) (Owens/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
5, 100-Concert Band, Austin High School, TEA:, Austin, Andrew Fuhrman,AAAAAA,Sub Non-Varsity ,2016,114377,2,2,3,2,2,2,2,2, , Redlands March (Hodges/), Greenwillow Portrait  (Williams/ ), Nemu-Susato  (Van der Roost/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
6, 100-Concert Band, Austin High School, TEA:, Austin, Brian Frock,AAAAAA,Varsity ,2016,110043,1,1,1,1,1,1,1,1,A, Esprit De Corps (Robert Jager), Sketches on a Tudor Psalm  (Tull/ ), Festivo  (Gregson/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
7, 100-Concert Band, Austin High School, TEA:, Austin, Richard Patenaude,AAAAAA,Non-Varsity ,2016,111880,1,1,1,1,1,1,2,1,C, English Folk Song Suite (Mvmt. I) (Vaughan Williams/ ), Country Gardens  (Grainger/Sousa/Brion/Schissel), Puszta  (Van der Roost/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
8, 100-Concert Band, Connally High School, TEA:, Austin, AJ Caporicci,AAAAA,Non-Varsity ,2016,109830,2,2,2,2,1,1,1,1,2, Circus Days (King/Schissel), Rhosymedre  (Vaughan Williams/Beeler), A Longford Legend (play two mvts) (Sheldon/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
9, 100-Concert Band, Connally High School, TEA:, Austin, Marc Telles,AAAAA,Varsity ,2016,109827,2,1,3,2,1,1,1,1,1, Guadalcanal March (Rodgers/Leidzen), Themes from Green Bushes  (Grainger/Daehn), Fanfare and Allegro  (Williams/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
10, 100-Concert Band, Crockett High School, TEA:, Austin, David Waters / Matthew Garrison,AAAAA,Varsity ,2016,108035,2,2,2,2,1,1,1,1,1, Emblem Of Unity (Richards/Swearingen), In Heaven's Air  (Hazo/ ), La Fiesta Mexicana (play mvt 1 or 3) (Reed/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
11, 100-Concert Band, Crockett High School, TEA:, Austin, Matthew Garrison / David Waters,AAAAA,Non-Varsity ,2016,108147,2,2,2,2,3,2,2,2, , Aces of the Air (King/Swearingen), As Twilight Falls  (Sheldon/ )," Moscow, 1941  (Balmages/ )",DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
12, 100-Concert Band, Eastside Memorial High School, TEA:, Austin, Alan Guckian,AAAAA,Non-Varsity ,2016,114275,3,3,3,3,3,3,4,3, , American Folk Rhapsody No. 2  (Grundman/ ), Ye Banks and Braes O' Bonnie Doon  (Anon. or Trad./Sweeney), El Capitan March (Sousa/Helmecke),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
13, 100-Concert Band, Hendrickson High School, TEA:, Pflugerville, David Duffy,AAAAAA,Sub Non-Varsity A,2016,111420,1,1,1,1,1,1,1,1,C, Peacemaker (King/Swearingen), Chorale and Shaker Dance  (Zdechlik/ ), Joyride  (Markowski/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
14, 100-Concert Band, Hendrickson High School, TEA:, Pflugerville, Ed Stein / David Duffy,AAAAAA,Sub Non-Varsity B,2016,115469,1,1,2,1,1,1,2,1,C, Call To Victory (King/Swearingen)," Prelude, Siciliano and Rondo  (Arnold/Paynter)", Choreography  (Sheldon/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
15, 100-Concert Band, Hendrickson High School, TEA:, Pflugerville, Ed Stein / Garth Gundersen,AAAAAA,Non-Varsity ,2016,115468,1,1,1,1,1,1,1,1,C, Cielo Andaluz (Marquina/Rhea), Rest  (Ticheli/ ), La Forza Del Destino  (Verdi/Rogers),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
16, 100-Concert Band, Hendrickson High School, TEA:, Pflugerville, Garth Gundersen,AAAAAA,Sub Non-Varsity C,2016,111389,2,1,2,2,1,1,1,1,2, Ramsgate March (Strommen), Prelude and Fugue in Bb Major  (Bach/Moehlmann), Blue Ridge Reel  (Balmages/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
17, 100-Concert Band, Hendrickson High School, TEA:, Pflugerville, Garth Gundersen,AAAAAA,Varsity ,2016,111387,1,1,1,1,1,1,1,1,A," Chaconne  (Bach, J.S./Ito)", Redline Tango  (Mackey/ ), Honey Boys on Parade (Cupero/Bourgeois),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
18, 100-Concert Band, Lanier High School, TEA:, Austin, Jonathan Pedersen / Nick Farrell, Acc:N/A,AAAAA,Non-Varsity ,2016,107730,1,2,2,2,2,3,3,3, , Valley Forge March (Edmondson), Accolade  (Himes/ ), Flight of Eagles  (Del Borgo/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.)
19, 100-Concert Band, Lanier High School, TEA:, Austin, Nick Farrell / Jonathan Pedersen,AAAAA,Varsity ,2016,107758,2,1,2,2,3,3,3,3, , Advance March (Harold Bennett/ Larry Clark), Summer Dances  (Balmages/ ), Abracadabra  (Ticheli/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
20, 100-Concert Band, LBJ High School, TEA:, Austin," Brian Mayer / Ponder East, Chris Lizak",AAAAA,Varsity ,2016,111745,1,1,1,1,1,1,1,1,A, Easter Monday on the White House Lawn  (Sousa/Rogers ), Southern Harmony (play three mvts) (Grantham/ ), Angels in the Architecture  (Ticheli/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
21, 100-Concert Band, LBJ High School, TEA:, Austin," Christopher Lizak / Brian Mayer, Ponder East",AAAAA,Sub Non-Varsity ,2016,111784,1,2,1,1,1,1,1,1,C, Allied Honor  (King/Swearingen )," Simple Gifts, Four Shaker Songs (play mvt 1, 2, or 4) (Ticheli/ )", Fantasy on an Early American Marching Tune  (Sheldon/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
22, 100-Concert Band, LBJ High School, TEA:, Austin," Ponder East / Brian Mayer, Chris Lizak",AAAAA,Non-Varsity ,2016,111793,1,1,1,1,1,1,1,1,C, Noble Men  (Fillmore/Foster), Lux Aurumque  (Whitacre/ ), Khan  (Giroux/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
23, 100-Concert Band, McCallum High School, TEA:, Austin," Carol Nelson / Matt Ehlers, Jeff Rudy",AAAAA,Varsity ,2016,113431,1,1,1,1,1,1,1,1,A, Solid Men to the Front (Sousa/Byrne), Capriccio Espagnol  (Rimsky-Korsakov/Winterbottom/Hindsley), Blue Shades  (Ticheli/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
24, 100-Concert Band, McCallum High School, TEA:, Austin, Jeff Rudy / Carol Nelson and Matt Ehlers,AAAAA,Sub Non-Varsity ,2016,114043,1,2,1,1,3,3,2,3,2, Barnum and Bailey's Favorite (Karl King /arr. Jerry Brubaker), As Twilight Falls  (Sheldon/ ), La Madre de los Gatos  (Beck/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
25, 100-Concert Band, McCallum High School, TEA:, Austin," Matt Ehlers / Carol Nelson, Jeff Rudy",AAAAA,Non-Varsity ,2016,113633,1,1,1,1,1,1,1,1,C," Manhattan Beach  (Sousa/Brion, Schissel)", Spark  (Pitts/ ), Night on Fire  (Mackey/ ),DATE of EVENT 04/11/2016 ,Region: 18,1. Keith Bearden,2. Dan Gibbs,3. Danny Prado,1. Frank Coachman,2. Jim Egger,3. Paul Worosello (Chrmn.),
