,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, Academy HS, TEA:, Kingsville, Arthur Sholtis,AAA,Varsity ,2015,105386,1,1,1,1,1,1,1,1,B, Quintology  (Meyer/ ), Our Kingsland Spring  (Hazo/ ), Castlewood March (Ralph and Jack Hale),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
1, 100-Concert Band, Adams Middle School, TEA:, Alice, Deborah Whitfield Salinas,CCC,Varsity ,2015,103972,1,1,1,1,1,1,1,1,C, Salvation is Created  (Tschesnokoff/Houseknecht), Steel  (Standridge/ ), Valdres (Hannsen/Curnow),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
2, 100-Concert Band, Adams MS, TEA:, Alice, Joe Murillo,CCC,Non-Varsity ,2015,105409,1,1,1,1,1,1,1,1,D, As Twilight Falls  (Sheldon/ ), Lone Eagle March (John Edmondson), Majestica  (Gazlay/ ),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
3, 100-Concert Band, Adams MS, TEA:, Alice, Christina Cardenas,CCC,Sub Non-Varsity ,2015,104073,2,2,2,2,1,1,1,1,2, Slane  (Anon. or Trad./Wagner), Colliding Visions  (Balmages/ ), Liberty Eagle March (Michael Oare),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
4, 100-Concert Band, Banquete HS, TEA:, Banquete, Mel Evans,AAA,Var-Composite ,2015,103933,3,3,2,3,2,2,1,2, , The Big Circus March (Foster), The Steppes of Russia  (Del Borgo/ ), Russian Sailor's Dance  (Gliere/Williams),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
5, 100-Concert Band, Ben Bolt HS, TEA:, Ben Bolt, Joe Angel Soliz / Mr. Buddy Garcia,AA,Var-Composite ,2015,102897,2,1,1,1,1,1,1,1,B, St. Petersburg March (Johnnie Vinson), Big Sky Round-Up (Robert Sheldon), Fire Dance (Douglas Akey),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
6, 100-Concert Band, Benavides HS, TEA:, Benavides, Dionisio P. Martinez Jr.,AA,Non-Varsity ,2015,103019,3,3,3,3,1,1,1,1,2, Welcome March (Bennett/Clark), Cascadia Celebration  (Hodges/ ), Colliding Visions  (Balmages/ ),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
7, 100-Concert Band, Bernada Jaime JH, TEA:, San Diego, Hector Cantu,C,Varsity ,2015,104597,2,1,2,2,1,1,1,1,2, Matrix March (Ed Huckeby), Nottingham Castle  (Daehn/ ), Atlantis  (McGinty/ ),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
8, 100-Concert Band, Bishop HS, TEA:, Bishop, Carlos E Martinez / Elizabeth Martinez,AAA,Varsity ,2015,101105,4,4,3,4,3,2,3,3, , Variations on Scarborough Fair (Calvin Custer), Pevensey Castle (Robert Sheldon), Espana Cani (Pascual Marquina Narro;Michael Story),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
9, 100-Concert Band, Falfurrias HS, TEA:, Falfurrias," Roel Saenz / Justin Davis, Brittany Sloss",AAA,Varsity ,2015,104871,1,1,2,1,1,1,1,1,A, Circus Days Galop or March (Karl L. King/Loras Schissel), La Madre De Los Gatos (Brian Beck), Our Kingsland Spring (Samuel R. Hazo),DATE of EVENT 04/08/2015 ,Region: 14,"1. Aleman, Dan","2. Fullerton, Paul","3. Salazar, Albert","1. Benitez, Eddie","2. Portis, Maurice","3. Unger, Ralph"
