,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Alexander HS, TEA:, Laredo, Jose Lopez,AAAAA,Non-Varsity ,2009,47480,1,1,2,1,1,1,1,1,C, Circus Galop (Sousa), The Hounds of Spring  (Reed), Declaration Overture (Smith),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
1, 100-Concert Band, Alexander HS, TEA:, Laredo, Roger Duran,AAAAA,Varsity ,2009,44803,1,1,1,1,1,1,1,1,A, The Melody Shop (King), Lincolnshire Posy (all) (Grainger), Variations on a Shaker Melody (Copland),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
2, 100-Concert Band, cigarroa high school, TEA:," laredo, texas", robert castro / n/a, Acc:n/a,AAAA,Non-Varsity ,2009,44917,1,3,2,2,1,1,2,1,2, Torch of Liberty (King/Swearingen), Greenbrier Legacy  (Oare)," Simple Gifts, Four Shaker Songs, Mvmt 1 (Ticheli)",DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez
3, 100-Concert Band, Cigarroa HS, TEA:, Laredo, John Spillane,AAAAA,Varsity ,2009,44872,1,1,1,1,1,1,1,1,A, The Billboard (Klohr), O Magnum Mysterium  (Lauridsen/Reynolds), Vesuvius  (Ticheli),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
4, 100-Concert Band, LBJ HS, TEA:, Laredo, Eliseo Morales,AAAAA,Varsity ,2009,47527,1,1,2,1,2,2,1,2,1, Them Basses (G.H. Huffine), Variations on a Scarbourough Fair (Clavin Custer), Pablo (Richard Meyer),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
5, 100-Concert Band, LBJ HS, TEA:, Laredo, Eliseo Morales / Marisela Hernandez,AAAAA,Non-Varsity ,2009,47540,2,1,1,1,1,1,1,1,C, Rough Riders  (King/Swearingen), Two Irish Sketches Mvt. 2 (Dave Black), Westridge Overture  (Barnes),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
6, 100-Concert Band, Martin HS, TEA:, Laredo, Michael Parker,AAAAA,Non-Varsity ,2009,46362,4,4,2,4,2,3,2,2, , Chanteys (Andrews)," Contre Qui, Rose  (Lauridsen/Reynolds)", Military Escort (Bennett/Swearingen),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
7, 100-Concert Band, Martin HS, TEA:, Laredo, Rodolfo R. Montalvo,AAAAA,Varsity ,2009,46115,2,2,1,2,1,1,1,1,1, Commando March (Samuel Barber), After A Gentle Rain  (Iannaccone), Postcard  (Ticheli),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
8, 100-Concert Band, Nixon HS, TEA:, Laredo, Carlos Luna,AAAA,Varsity ,2009,48126,1,1,1,1,1,1,1,1,A, Esprit De Corps (Robert Jager)," Symphony No. 2, Third Movement  (Hanson/McBeth)", Tam O' Shanter  (Arnold/Paynter),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
9, 100-Concert Band, Nixon HS, TEA:, Laredo, Hector A. Navarro,AAAA,Non-Varsity ,2009,48269,1,2,1,1,1,1,1,1,C, Torch of Liberty (King/Swearingen)," West Highlands Sojourn, Mvmts 1 & 2 (Sheldon)", Polly Oliver  (Root),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
10, 100-Concert Band, United H S, TEA:, Laredo, John J. Mallon,AAAAA,Varsity ,2009,46609,1,1,1,1,1,1,1,1,A, The National Game (Sousa), Awayday  (Gorb), Morning Star  (Maslanka),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
11, 100-Concert Band, United High School, TEA:, Laredo, JOSE M. CASTRO,AAAAA,Non-Varsity ,2009,46885,1,1,1,1,1,1,1,1,C, Proud Spirit (James Swearingen), Prospect  (La Plante), In the Center Ring  (Sheldon),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
12, 100-Concert Band, United South HS, TEA:, Laredo, Michelle Espinoza,AAAAA,Non-Varsity ,2009,47462,1,1,1,1,1,2,1,1,C, March of the Combat Patrol (Holsinger), Slane (Douglas Wagner), American Riversongs (Pieere La Plante),DATE of EVENT 04/03/2009 ,Region: 14,1. Raul Rodriguez,2. Daniel Solis,3. John Stuckey,1. Jim Egger,2. David Isadore,3. Roger Olivarez,
