,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Bay City High School, TEA:, Bay City, Mark Longoria,AAAA,Varsity ,2020,153819,2,1,1,1,1,1,2,1,A, United Nations March  (King/Swearingen)," Simple Gifts, Four Shaker Songs (676) (play mvt 1, 2, or 4) Movement 2 (Ticheli)", Kaalin s Flight (21570)  (Meeboer),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
1, 100-Concert Band, Bay City Junior High, TEA:, Bay City, Jake Harmon,CC,Varsity ,2020,152598,2,1,2,2,1,1,1,1,2, March of the Lava Field (Poor), Colliding Visions (Balmages), Big Sky Round-Up (Sheldon),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
2, 100-Concert Band, Boling High School, TEA:, Boling, Alan Edge / Fred Drennan,AAA,Varsity ,2020,154180,2,2,2,2,1,1,1,1,1, Bravura (Duble/Thurston), Catch The Wind (662)  (Hannickel), Rippling Watercolors (19615)  (Balmages),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
3, 100-Concert Band, Danbury High School, TEA:, Danbury, Charles Fricker / Billy Conner,AAA,Varsity ,2020,155077,1,1,1,1,1,1,1,1,A, Stormin' Norman (Leon Steward), Sketches of Canada (19608) (Story), Into the Arctic (20710)  (Balmages),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
4, 100-Concert Band, El Campo High School, TEA:, El Campo, Mark Van Gorp,AAAA,Varsity ,2020,155044,1,3,2,2,2,1,1,1,1, Silvercrest Concert March (James Swearingen), Rippling Watercolors (19615)  (Balmages), Fireball! (19604)  (Beck),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
5, 100-Concert Band, El Campo Middle School, TEA:, El Campo, Adam E. Ardner,CC,Varsity ,2020,154112,3,2,2,2,2,1,2,2, , Atlantis (McGinty), In a French Garden (134)  (Meyer), Pinnacle (638)  (Grice),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
6, 100-Concert Band, IL Texas Katy/Westpark HS, TEA:, Richmond, Tajudeen Ohiri / N/A, Acc:N/A,AAAA,Non-Varsity ,2020,155111,3,3,3,3,2,2,3,2, , Maesong (Owens), Phantom Ship (Del Borgo), Achieve (Larry Clark),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli
7, 100-Concert Band, Industrial High School, TEA:, Vanderbilt," Houston Cummings / Stacy Hudson, Kathryn Myers",AAA,Varsity ,2020,154066,1,1,1,1,1,1,1,1,A, Under The Double Eagle March (Wagner/Glover), The Willows of Winter (15862)  (Brooks), Viva! (20787)  (Wilds),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
8, 100-Concert Band, Industrial Junior High School, TEA:, Vanderbilt," Kathryn Myers / Stacy Hudson, Houston Cummings",C,Non-Varsity ,2020,155447,2,3,1,2,2,1,1,1,2, Spitfire Concert March (Story), Courtlandt County Festival (15820)  (Owens), Fortis (17484)  (Gazlay),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
9, 100-Concert Band, Industrial Junior High, TEA:, Vanderbilt," Stacy L Hudson / Kathryn Myers, Houston Cummings",C,Varsity ,2020,154548,1,1,1,1,1,1,1,1,C, Swashbuckler's March (Mark Williams), Hypnotic Fireflies (18466)  (Balmages), Two British Folk Songs (101)  (Del Borgo),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
10, 100-Concert Band, Palacios High School, TEA:, Bay City," Terrell Scott Simmons / Briana Harmon, Justin Kline",AAA,Varsity ,2020,154151,1,1,1,1,1,1,1,1,A, March of the Grand High Poobah (Holsinger), Hypnotic Fireflies (18466)  (Balmages), Lightning Field (19613)  (Mackey),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
11, 100-Concert Band, Palacios Junior High, TEA:, Bay City, Briana Harmon,C,Varsity ,2020,154143,1,2,1,1,1,2,1,1,C, Into the Arctic  (Brian Balmages), Night Fury (Carol Brittin Chambers), Balalaika (James Meredith),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
12, 100-Concert Band, Palacios Junior High, TEA:, Bay City, Justin Kline / Briana Harmon,C,Non-Varsity ,2020,154147,2,2,2,2,2,1,2,2, , Ghost Ship (Michael Story), Dance Celebration (Robert W. Smith), Noble Procession (Carol Brittin Chambers),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
13, 100-Concert Band, Sweeny High School, TEA:, Sweeny, Jessica Loggins / Brianna Mitchell & Tyler Waguespack,AAAA,Varsity ,2020,151714,1,2,1,1,1,1,1,1,B, Joy (15824) (Ticheli), Brave Spirit (19611)  (Standridge), Hands Across The Sea (Sousa/Brubaker),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
14, 100-Concert Band, Sweeny Junior High, TEA:, Sweeny," Brianna Mitchell / Tyler Waguespack, Jessica Loggins",CC,Varsity ,2020,151692,1,1,1,1,1,1,1,1,C," Moscow, 1941 (15892)  (Balmages)", In a Quiet Place (17507)  (Calhoun), Espana Cani (Marquina Narro/Story),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
15, 100-Concert Band, Tidehaven High School, TEA:, West Columbia, Joel Sanchez,AAA,Var-Composite ,2020,152970,1,1,2,1,2,1,1,1,B, Espa�a Ca�� (Pascual Marquina Narro / arr. Michael Story)," Moscow, 1941 (15892)  (Balmages)", Tanchozuru (20595)  (Standridge),DATE of EVENT 03/03/2020 ,Region: 13,1. Kevin Heckaman,2. James Marioneaux,3. Virginia Olsovsky,1. Bob Bryant,2. Shane Goforth,3. Mary Santarelli,
