,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Adams Middle School, TEA:, Grand Prairie, Tim Deaver,CC,Varsity ,2010,53454,1,1,1,1,4,3,4,4,2, Lexington March (Edmondson), A Childhood Hymn (Holsinger), Two Minute Symphony  (Margolis),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
1, 100-Concert Band, Arnold Middle School, TEA:, Grand Prairie, Kayla Sparks,CC,Varsity ,2010,54894,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Atlantis (McGinty), Linden Lea (Vaughan Williams/Stout), March of the Irish Guard (Ployhar),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
2, 100-Concert Band, Bessie Coleman Middle School, TEA:, Cedar Hill, Brad Spellicy / Heather Tabor,CC,Varsity ,2010,57133,1,1,1,1,1,1,1,1,C, Fort Canterbury March (Holsinger), Pavane  (Ravel/Smith), Joy (Ticheli),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
3, 100-Concert Band, Billy Earl Dade Middle School, TEA:, Dallas, Carl Wagner,CC,Non-Varsity ,2010,56826,3,3,4,3,4,4,5,4, , Crusade  (Vince Gassi), Skye Boat Song (John O Reilly), Sousa Times Twosa (M. Story/ R. Smith),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
4, 100-Concert Band, Bowie Middle School, TEA:, Irving, Kyle McKinzey,CC,Varsity ,2010,54709,1,2,2,2,1,2,2,2, , Una March Feliz (Kyle McKinzey), Gathering In The Glen (Sweeney), Quintology  (Meyer),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
5, 100-Concert Band, Bowie Middle School, TEA:, Irving, Sergio Mendez,CC,Non-Varsity ,2010,55540,2,3,3,3,4,3,4,4, , Cape Spear March (Feldstein/O'Reilly), Fire Dance  (Akey), Dance Celebration  (Smith),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
6, 100-Concert Band, Coppell Middle School East, TEA:, Coppell, Rusty Gray / Jason Brents,CC,Non-Varsity ,2010,55855,1,2,2,2,2,2,1,2, , Alamo March  (King/Swearingen), Joy  (Ticheli), Overture on a Minstrel Tune  (LaPlante),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
7, 100-Concert Band, Coppell Middle School North, TEA:, Coppell, Jeremy Lindquist,CC,Non-Varsity ,2010,53744,1,1,1,1,1,1,1,1,C, Peacemaker March (King), Variations on an English Folk Song (Smith), The Steppes of Russia  (Del Borgo),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
8, 100-Concert Band, Coppell Middle School North, TEA:, Coppell, Joey Ashbrook / Jeremy Lindquist,CC,Varsity ,2010,53063,1,1,1,1,1,1,1,1,C, The Big Cage Circus Galop (K.L. King), Light Cavalry  (von Suppe/Schissel), Folk Dances  (Shostakovich/Reynolds),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
9, 100-Concert Band, Coppell Middle School West, TEA:, Coppell, Joe Mehling,CC,Varsity ,2010,52813,1,1,2,1,1,1,1,1,C, Espana Cani (Pascual Marquina/John Moss), Nemu-Susato  (Van der Roost), Tres Danzas de Mexico (play two mvts) (Rhoads),DATE of EVENT 04/15/2010 ,Region: 20,1. Randy Bloodworth,2. Joe Nunez,3. Margaret Wis,1. Mary Ellen Cavitt,2. Bryan Wright,3. Ralph Zamarippa,
