,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Alto HS, TEA:, Alto, Thomas Williams,A,Varsity ,2013,82934,4,3,4,4,4,5,4,4, , Summit Fanfare  (Owens/ ), Majestica  (Gazlay/ ), Catch The Wind  (Hannickel/ ),DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
1, 100-Concert Band, Arp HS, TEA:, Arp, Chris Cook / Christy Rodriguez,AA,Varsity ,2013,84020,1,1,1,1,3,1,2,2,1, Lexington March (Karl King/James Swearingen), Our Kingsland Spring (Samuel Hazo)," Moscow, 1941 (Brian Balmages)",DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
2, 100-Concert Band, Athens HS, TEA:, Athens, Donnie T. Barrier,AAA,Non-Varsity ,2013,82448,1,2,2,2,3,2,2,2, , Henderson Field (K.L. King), Two British Folk Songs  (Anon. or Trad./Del Borgo), Joy  (Ticheli/ ),DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
3, 100-Concert Band, Athens HS, TEA:, Athens," Rusty Lay / Donnie Barrier, Katherine Barrier, Kimberly Beard",AAA,Varsity ,2013,82551,1,1,1,1,1,1,1,1,A, Rolling Thunder (Henry Fillmore/Glover), Shenandoah  (Ticheli/ ), Khan  (Giroux/ ),DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
4, 100-Concert Band, Beckville High School, TEA:, Beckville, James Bogs,A,Var-Composite ,2013,82941,1,2,1,1,3,3,2,3,1, Newcastle March (Johnnie Vinson), Serengeti Dreams (Robert W. Smith), Atlantis (Anne McGinty),DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
5, 100-Concert Band, Brownsboro HS, TEA:, Brownsboro, Jeff Russell,AAA,Varsity ,2013,83776,1,2,1,1,1,1,1,1,A, March of the Belgian Prachutists (Perre Leemans/Bourgeois), Der Traum des Oenghus Teil 1 (Rolf Rudin), Shadow Rituals (Michael Markowski),DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
6, 100-Concert Band, Brownsboro HS, TEA:, Brownsboro, Michelle Stuckey,AAA,Non-Varsity ,2013,83839,1,2,2,2,2,2,2,2, , Hosts of Freedom (King / Paynter), Highland Legend ( John Moss), Fantasy on an Early American Marching Tune (Robert Sheldon),DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
7, 100-Concert Band, Bullard HS, TEA:, Bullard, Gary Jordan,AAA,Varsity ,2013,83023,1,1,1,1,1,1,1,1,A, Peacemaker (K. L. King), In the Church  (Pierne/Musgrave), Steel  (Standridge/ ),DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
8, 100-Concert Band, Carlisle HS, TEA:, Price, Josh King / Amanda Smith,A,Varsity ,2013,82739,1,1,1,1,1,1,1,1,B, Neddermeyer Triumphal March (King), Blue and Green Music (Hazo), Accolade (Himes),DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
9, 100-Concert Band, Carthage HS, TEA:, Carthage," Nicholas Durham / Bradley Arledge, Dez Johnson, Gina Thompson",AAA,Varsity ,2013,83310,1,1,1,1,1,1,1,1,A, Pentland Hills (Howe), Salvation is Created  (Tschesnokoff/Houseknecht), Slavonic Dance No. 8  (Dvorak/Balent),DATE of EVENT 04/16/2013 ,Region: 21,1. JONATHAN KELLY,2. SHERRY POTEET,3. PAUL NAJERA,1. JERRY PAYNE,2. BOBBY RICHARDSON,3. RYAN SMITH,
