,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Armstrong Middle School, TEA:, Plano, Derek Phillips / Christopher Black,CC,Non-Varsity ,2021,163660,1,1,1,1,1,2,1,1,D, Bazaar  (Standridge), Colliding Visions  (Balmages), The Red Cape (James Meredith),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
1, 100-Concert Band, Bowman Middle School, TEA:, Plano, Andrew McCraw,CC,Non-Varsity A,2021,163940,1,1,1,1,1,1,1,1,D, Qin Shi`s Stone Army (Arcari/), Dorian Chant (Calhoun/), March of the Palace Guards (Andrew Poor),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
2, 100-Concert Band, Bowman Middle School, TEA:, Plano, Mark Caspersen,CC,Varsity ,2021,163561,1,1,1,1,1,1,1,1,C, Colliding Visions (Balmages/), Contempo (Story/), Norland March (Edmondson),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
3, 100-Concert Band, Burnett Junior High, TEA:, Wylie, Hunter Smith / Matthew Hedrick,CCC,Non-Varsity A,2021,164060,1,1,2,1,1,1,1,1,D, Pride of the Regiment (Seward), Egyptique (Owens/), Serengeti Dreams (Smith/),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
4, 100-Concert Band, Burnett Junior High, TEA:, Wylie, Matthew Hedrick,CCC,Varsity ,2021,164036,1,1,1,1,1,1,1,1,C, Prestissimo (King/Swearingen)," Moscow, 1941 (Balmages/)", Summit Fanfare (Owens/),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
5, 100-Concert Band, Clark Middle School, TEA:, Princeton, Brittany Knight / VIRTUAL PERFORMANCE,CC,Non-Varsity ,2021,162896,1,1,2,1,1,1,1,1,C, Union Station March (Colquitt), Shepherd`s Hey  (Traditional/Roszell), Heroes Triumphant  (Owens),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
6, 100-Concert Band, Cooper Junior High, TEA:, Wylie, Adam Powell / Misty Smith,CCC,Varsity ,2021,163292,1,1,1,1,1,1,1,1,C," Little Suite for Band, movements 1,3,4 (Standridge/)", Beach Spring (Bruhn/), Grand Galop (Vinson),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
7, 100-Concert Band, Cooper Junior High, TEA:, Wylie, Misty Smith / Adam Powell,CCC,Non-Varsity A,2021,163351,1,1,1,1,1,1,1,1,D, The Band in the Square (La Plante), Dancing Kites (Bernotas), Plaza de Toros (Story),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
8, 100-Concert Band, Curtis Middle School, TEA:, Allen, Daniel Lane / Craig Adams,CCC,Non-Varsity ,2021,163278,1,1,1,1,1,1,1,1,D, Forward March (Paul Murtha), Dance Celebration (Robert W. Smith), Armory (Randall D. Standridge),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
9, 100-Concert Band, Curtis Middle School, TEA:, Allen, Linda Orrantia,CCC,Varsity ,2021,163244,1,1,1,1,1,1,1,1,C, El Relicario (Padilla/Story), Danse Antiqua (Chris Sharp), Cloud Dancing (Larry Clark),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
10, 100-Concert Band, Ereckson Middle School, TEA:, Allen, Chris Garza,CCC,Sub Non-Varsity A,2021,164003,1,1,1,1,1,1,1,1,D, Marchus Maximus (Michael Story), Dance Celebration (Smith/), Armory (Standridge/),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
11, 100-Concert Band, Ereckson Middle School, TEA:, Allen, DJ Vaccarezza,CCC,Varsity ,2021,163971,1,1,1,1,1,1,1,1,C, Darklands March (Standridge), Wind Storm  (O'Reilly), Knights of Dunvegan  (Meyer),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
12, 100-Concert Band, Ereckson Middle School, TEA:, Allen, Matt McGann,CCC,Non-Varsity A,2021,164000,1,1,1,1,1,1,1,1,D, The Band in the Square on the Fourth of July (La Plante/), Fortis (Gazlay/), Lion`s Gate (Sheldon/),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
13, 100-Concert Band, Ford Middle School, TEA:, Allen, Andrea Brooks / Mallarie Bowen,CCC,Sub Non-Varsity ,2021,163357,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Omega March  (Edmondson), Atlantis  (McGinty), Dance Celebration  (Smith),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
14, 100-Concert Band, Ford Middle School, TEA:, Allen, Andrea Brooks / Mallarie Bowen,CCC,Non-Varsity ,2021,163355,1,1,1,1,1,1,1,1,D, Tygh Ridge March  (Steve Hodges), Big Sky Roundup (Robert Sheldon), Uskudar (Smith & Story),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
15, 100-Concert Band, Haggard Middle School, TEA:, Plano, Judi Altstatt / VIRTUAL PERFORMANCE Corey Anderson,CC,Varsity ,2021,163851,1,1,1,1,1,1,1,1,C," Beau Ideal March (John Philip Sousa, Arr. by Harold Gore)", Heroes Triumphant (Owens/), American Riversongs (La Plante/),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
16, 100-Concert Band, McMillan Junior High, TEA:, Wylie, Lisa Fitts / Pete Jodal,CCC,Varsity ,2021,163343,1,1,1,1,1,1,1,1,C, Capstone March (Tyler Arcari), Maesong (William Owens), Japanese Pictures (Kevin Mixon),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
17, 100-Concert Band, McMillan Junior High, TEA:, Wylie, Pete Jodal / Lisa Fitts,CCC,Non-Varsity A,2021,163368,1,1,1,1,1,1,1,1,D, Uskudar (Anon. or Trad./Smith/Story), March of Freedom (John Edmondson), Phantom Ship (Del Borgo/),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
18, 100-Concert Band, Murphy Middle School, TEA:, Murphy," Nick Seibert / VIRTUAL PERFORMANCE Nicki Diaz, John Shaw",CCC,Non-Varsity ,2021,164218,1,1,1,1,1,1,1,1,D, Alamo (March) (King/Swearingen), Uskudar (Smith/Story), Our Kingsland Spring (Hazo),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
19, 100-Concert Band, Otto Middle School, TEA:, Plano, John Vanhook / Matthew Edwards,CCC,Non-Varsity ,2021,163470,1,1,1,1,1,1,1,1,D, Valley Forge March (John Edmondson), Mystery Ride (Terry White), Courtlandt County Festival (William Owens),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
20, 100-Concert Band, Piner Middle School, TEA:, Sherman, Annette Mitchell / Melinda Najera,CCC,Varsity ,2021,164226,1,1,1,1,1,1,1,1,C, Darklands March (Randall D. Standridge), On the Kerry Shore (Jack Wilds), Red Giant (Jorge L. Vargas),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
21, 100-Concert Band, Piner Middle School, TEA:, Sherman," Annette Mitchell / Melinda Najera, Andrew Veit",CCC,Sub Non-Varsity A,2021,164230,1,1,1,1,1,1,1,1,D, Infinity (James Curnow), Skylight (Steve Hodges), Qin Shi`s Stone Army (Tyler Arcari),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
22, 100-Concert Band, Piner Middle School, TEA:, Sherman," Melinda Najera / Annette Mitchell, Andrew Veit",CCC,Non-Varsity A,2021,164227,1,1,1,1,1,2,1,1,D, Alpha Squadron (Greg Hillis), Storm Mountain Jubilee (Carl Strommen), Lion''s Gate (Robert Sheldon),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
23, 100-Concert Band, Renner Middle School, TEA:, plano, Lauren McKellar / VIRTUAL PERFORMANCE Tyler Brinkman,CCC,Non-Varsity A,2021,163444,1,1,1,1,1,1,1,1,D, Project March (Larry Clark), Brave Spirit (Standridge), Blue Ridge Reel (Balmages),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
24, 100-Concert Band, Rice Middle School, TEA:, Plano," Jason Tucker / VIRTUAL PERFORMANCE Josh Reyna, Carter Walsh, Dalia Lee",CCC,Non-Varsity ,2021,164032,1,1,1,1,1,1,1,1,D," March from ""First Suite for Military Band"" (Holst/Story)", Fortis  (Gazlay)," Moscow, 1941  (Balmages)",DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
25, 100-Concert Band, Schimelpfenig Middle School, TEA:, Plano, Ben Altom / VIRTUAL PERFORMANCE,CC,Varsity ,2021,163798,1,1,1,1,1,1,2,1,C, Mighty Mite (O''Loughlin), Under An Irish Sky (Neeck/), Blue Ridge Reel (Balmages/),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
26, 100-Concert Band, Schimelpfenig Middle School, TEA:, Plano, Michael Scott / VIRTUAL PERFORMANCE,CC,Non-Varsity A,2021,163797,1,1,2,1,1,1,1,1,D, Above and Beyond (James Swearingen), Dance Celebration (Smith/), Summit Fanfare (Owens/),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
27, 100-Concert Band, Scott Middle School, TEA:, Denison, Chris Wilson / Jordonn Searcy, Acc:N/A,CCC,Varsity ,2021,162874,1,1,1,1,1,1,1,1, , The Streets of Madrid (John Moss), Down By The Salley Gardens (Michael Sweeney), Sparks (Brian Balmages),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland
28, 100-Concert Band, Scott Middle School, TEA:, Denison, Jordonn Searcy / Chris Wilson,CCC,Non-Varsity A,2021,162790,1,2,1,1,1,1,1,1,D, Atlantis (McGinty/), El Conquistador (William Owens), Zig Zag (O''Loughlin/),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
29, 100-Concert Band, Southard Middle School, TEA:, Princeton," Adam Myers / Jeremy Diaz, Alan Gray",CC,Varsity ,2021,163629,1,1,1,1,1,1,1,1,C, March of the Hyperion Robots (Saucedo), Big Sky Round-Up  (Sheldon)," Moscow, 1941  (Balmages)",DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
30, 100-Concert Band, Willow Springs Middle School, TEA:, Allen, Martha Ball,CCC,Varsity ,2021,163472,1,1,1,1,1,1,1,1,C, St. Petersburg March (Vinson), Summit Fanfare  (Owens), Joy  (Ticheli),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
31, 100-Concert Band, Willow Springs Middle School, TEA:, Allen, Martha Ball / Bryce Whitling,CCC,Non-Varsity ,2021,163473,1,1,1,1,1,1,1,1,D, Infinity March (Curnow), Qin Shi`s Stone Army  (Arcari), Night Fury  (Chambers),DATE of EVENT 03/23/2021 ,Region: 25,1. Kim Cooley,2. Kristin Hames,3. Travis Smith,1. Bill Centera,2. Greg Hames,3. George Strickland,
