,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, Berkner High School, TEA:, Richardson, Christopher Bronson,AAAAAA,Non-Varsity ,2016,114294,1,1,1,1,1,1,1,1,C, Great Waldo Pepper March (Mancini/Moss), Be Thou My Vision  (Gillingham), Jocuri Poporale Romanesti (Roumanian Folk Dances) (Bartok/Yo Goto),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
1, 100-Concert Band, Berkner High School, TEA:, Richardson, Jason Schayot,AAAAAA,Varsity ,2016,114368,1,1,1,1,1,1,1,1,A, Don Juan  (Strauss/Hindsley), Rocky Point Holiday  (Nelson), Easter Monday on the White House Lawn (Sousa),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
2, 100-Concert Band, Berkner High School, TEA:, Richardson, Stephen Van Hooser,AAAAAA,Sub Non-Varsity B,2016,114372,1,1,1,1,1,1,1,1,C, The Battle of Jericho  (Spinney), Dona Nobis Pacem  (Sudduth), Excelsior! (Owens),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
3, 100-Concert Band, Berkner High School, TEA:, Richardson, Steven Torrence,AAAAAA,Sub Non-Varsity A,2016,114361,1,1,1,1,1,1,1,1,C, A Longford Legend (play all) (Sheldon/ ), Variations on Scarborough Fair  (Custer/ ), The Liberty Bell March (Sousa/Brion),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
4, 100-Concert Band, Garland High School, TEA:, Garland, Bob Beshears,AAAAAA,Varsity ,2016,116518,1,1,1,1,1,1,1,1,A, Jack Tar March (Sousa/Hunsberger), Balkanya  (Van der Roost/ ), Ride  (Hazo/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
5, 100-Concert Band, Garland High School, TEA:, Garland, Jacob Ramirez,AAAAAA,Non-Varsity ,2016,114048,1,1,1,1,1,1,1,1,C, Die Meistersinger (Themes) (Wagner/Daehn), Night on Fire  (Mackey/ ), Rough Riders Galop (King/Swearingen),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
6, 100-Concert Band, Garland High School, TEA:, Garland, Javier Rivera,AAAAAA,Sub Non-Varsity ,2016,108968,1,1,1,1,1,1,1,1,C, Darklands March (Standridge), Fantasy on a Fiddle Tune  (LaPlante/ ), Broken Bow  (Strommen/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
7, 100-Concert Band, JJ Pearce HS, TEA:, Richardson, Dan Suniga,AAAAAA,Sub Non-Varsity B,2016,116350,2,3,2,2,2,2,2,2, , Abracadabra  (Ticheli/ ), Colliding Visions  (Balmages/ ), Von Grrrhart's 613th Regimental March (David Holsinger),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
8, 100-Concert Band, JJ Pearce HS, TEA:, Richardson, Dimitrios Icossipentarhos,AAAAAA,Varsity ,2016,116315,1,1,1,1,1,1,1,1,A, The Slavic Woman's Farewell (Agapkin/Rhea), Give Us This Day (play all) (Maslanka), Finale (from Symphony No. 5)  (Shostakovich/Righter),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
9, 100-Concert Band, JJ Pearce HS, TEA:, Richardson, Joshua Blankenship,AAAAAA,Non-Varsity ,2016,114598,1,1,1,1,1,1,1,1,C, Go Galop (Fillmore / Contorno)," Contrapunctus V  (Bach, J.S./Daehn)", Symphonic Dance No. 3 (Fiesta)  (Williams/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
10, 100-Concert Band, JJ Pearce HS, TEA:, Richardson, Kyle Johnson,AAAAAA,Sub Non-Varsity A,2016,115049,1,1,2,1,1,1,1,1,C, El Palomino Noble (Joseph Compello)," Prelude, Siciliano and Rondo  (Arnold/Paynter)", Variations on a Shaker Melody  (Copland/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
11, 100-Concert Band, John Horn High School, TEA:, Mesquite, Jody Minx,AAAAAA,Non-Varsity ,2016,116457,2,2,2,2,1,1,2,1,2, National Emblem (E E Bagley / Schissel)," Prelude, Siciliano and Rondo (Siciliano & Rondo) (Arnold/Paynter)", Chorale and Shaker Dance  (Zdechlik/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
12, 100-Concert Band, John Horn High School, TEA:, Mesquite, Lynn Childers,AAAAAA,Sub Non-Varsity A,2016,110978,1,1,1,1,1,1,1,1,C, Flying Cadets March (K.L. King), Accolade (William Himes), Variations on Scarborough Fair (Calvin Custer),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
13, 100-Concert Band, John Horn High School, TEA:, Mesquite, Todd Burke,AAAAAA,Varsity ,2016,110685,2,2,1,2,1,1,1,1,1, The Army of the Nile (Kenneth Alford), Vientos y Tangos  (Gandolfi/ ), Finale (from Symphony No. 5)  (Shostakovich/Righter),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
14, 100-Concert Band, Lake Highlands High School, TEA:, Dallas, James Rees,AAAAAA,Non-Varsity ,2016,114162,1,1,1,1,1,1,1,1,C, His Honor March (Fillmore/Fennell), Exuberance  (Karrick/ ), Concord  (Grundman/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
15, 100-Concert Band, Lake Highlands High School, TEA:, Dallas, Phil Alvarado,AAAAAA,Varsity ,2016,113884,1,1,1,1,1,1,1,1,A, The Glory of the Yankee Navy (Sousa/Fennell), Slavonic Dance No. 7  (Dvorak/Amis), Richilde Overture  (Pares/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
16, 100-Concert Band, Lakeview Centennial HS, TEA:, Garland," Chris Loyd / Michael Kilgore, Justin Myers",AAAAAA,Non-Varsity ,2016,116423,1,2,1,1,1,1,1,1,C, Peacemaker March (King/Swearingen), Prospect  (La Plante/ ), Fortress  (Ticheli/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
17, 100-Concert Band, Lakeview Centennial HS, TEA:, Garland," Justin Myers / Michael Kilgore, Christopher Loyd",AAAAAA,Sub Non-Varsity ,2016,116484,2,2,2,2,1,1,1,1,2, His Honor (Fillmore/Balent), La Madre de los Gatos  (Beck), Sparks (Balmages/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
18, 100-Concert Band, Lakeview Centennial HS, TEA:, Garland," Michael Kilgore / Christopher Loyd, Justin Myers",AAAAAA,Varsity ,2016,115682,1,1,1,1,1,1,1,1,A, King Cotton (Sousa/Fennell), Shepherd's Hey (Grainger), Festal Scenes (Ito),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
19, 100-Concert Band, Mesquite High School, TEA:, Mesquite, Lance Flisowski,AAAAAA,Varsity ,2016,112974,2,1,2,2,1,1,1,1,1, Kinizsi (Fucik), Academic Festival Overture  (Brahms/Hindsley), Three Fantastic Dances  (Turina/Boyd),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
20, 100-Concert Band, Mesquite High School, TEA:, Mesquite, Patrick Crowley,AAAAAA,Sub Non-Varsity ,2016,114164,3,3,3,3,2,2,1,2, , Chantey's (Robert Sheldon), Two British Folk Songs (Elliot Del Borgo), Coburger March: Traditional German March (arr. Elliot Del Borgo),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
21, 100-Concert Band, Mesquite High School, TEA:, Mesquite, Ryan Locke,AAAAAA,Non-Varsity ,2016,114535,2,2,2,2,1,1,1,1,2, Vesuvius  (Ticheli/ ), Shepherd's Hey  (Grainger/Rogers), Amparito Roca (Jaime Texidor arr. Gary Fagan),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
22, 100-Concert Band, Naaman Forest HS, TEA:, Garland, Gregory B. Taylor Jr.,AAAAAA,Varsity ,2016,114141,1,2,1,1,2,1,2,2,1, Burma Patrol (Karl L. King/ James Swearingen), Spoon River  (Grainger/Sheldon/Bainum/Carson-Naylor), English Folk Song Suite  (Vaughan Williams/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
23, 100-Concert Band, Naaman Forest HS, TEA:, Garland, Kenneth Ragland,AAAAAA,Non-Varsity ,2016,114231,1,1,2,1,1,2,1,1,C, MARCH OF THE MINUTEMEN (JOHN EDMONDSON), LITTLE SUITE FOR BAND (RANDALL D. STANDRIDGE ), ACCOLADE (WILLIAM HIMES),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
24, 100-Concert Band, North Garland HS, TEA:, Garland, John May,AAAAAA,Sub Non-Varsity ,2016,113567,3,4,3,3,3,3,3,3, , Newcastle March (Johnnie Vinson), The Steppes of Russia  (Del Borgo/ ), Ghost Fleet  (Sheldon/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
25, 100-Concert Band, North Garland HS, TEA:, Garland, Todd Payne,AAAAAA,Non-Varsity ,2016,113550,3,3,2,3,2,1,1,1,2, Columbian March  (Karl King), Courtly Airs and Dances (play three mvts) (Nelson/ ), Abracadabra  (Ticheli/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
26, 100-Concert Band, North Garland HS, TEA:, Garland, Todd Toney,AAAAAA,Varsity ,2016,116343,1,2,2,2,1,2,1,1,1, Army of the Nile (kenneth Alford), Variations on a Korean Folk Song  (Chance/ ), Nitro  (Ticheli/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
27, 100-Concert Band, North Mesquite HS, TEA:, Mesquite, Hanna Gray / Zach Houston,AAAAAA,Sub Non-Varsity B,2016,112803,1,1,1,1,1,1,1,1,C, Alamo March (Karl King), Ghost Fleet (Robert Sheldon), Prairie Schooner (Bruce Preuninger),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
28, 100-Concert Band, North Mesquite HS, TEA:, Mesquite, Jeffrey D Jones,AAAAAA,Varsity ,2016,114033,1,1,1,1,1,1,1,1,A, The Army of the Nile (Kenneth J. Alford/Fennell), Aegean Festival Overture  (Andreas Makris/Bader), Redacted (Mackey/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
29, 100-Concert Band, North Mesquite HS, TEA:, Mesquite, Lance Walker,AAAAAA,Sub Non-Varsity A,2016,113495,1,1,1,1,1,1,1,1,C, Go Galop (Fillmore/ Arr. Contorno), Butterfly's Ball (Fraley), Foundry (Mackey),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
30, 100-Concert Band, North Mesquite HS, TEA:, Mesquite, Scott Rives / Zach Houston,AAAAAA,Non-Varsity ,2016,112846,2,1,1,1,1,1,1,1,C, They're Off! (Fred Jewell/ arr. Glover), Spoon River (Grainger/arr. Sheldon), Balkanya (Jan Van der Roost),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
31, 100-Concert Band, Richardson High School, TEA:, Richardson, David Schmuck,AAAAAA,Non-Varsity ,2016,116361,1,1,1,1,1,1,1,1,C, Death or Glory (R. B. Hall/Desmond Walker), Shadow Rituals  (Markowski/ )," Prelude, Siciliano and Rondo  (Arnold/Paynter)",DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
32, 100-Concert Band, Richardson High School, TEA:, Richardson, Jesus Marquez,AAAAAA,Varsity ,2016,115724,1,1,1,1,1,1,1,1,A, Florentiner March (Fucik/Bourgeois), Second Suite in F for Military Band  (Holst/), Sketches on a Tudor Psalm  (Tull/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
33, 100-Concert Band, Richardson High School, TEA:, Richardson, Matthew Schaul,AAAAAA,Sub Non-Varsity ,2016,116368,2,1,1,1,1,1,1,1,C, Procession of The Sardar  (Ippolikov-Ivanov/Custer), Fantasia on a Theme by Thomas Tallis  (Vaughan Williams/Bocook), Summer Resounding  (Balmages/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
34, 100-Concert Band, Rockwall High School, TEA:, Rockwall, John Mays,AAAAAA,Varsity ,2016,116370,2,1,1,1,1,1,1,1,A, Turbo Scramjet  (Pitts/ ), Capriccio Espagnol  (Rimsky-Korsakov/Winterbottom/Hindsley), Fest Marsch from Tannhauser (Richard Wager / Robert Rumbelow),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
35, 100-Concert Band, Rockwall High School, TEA:, Rockwall," Kara Wallace / John Mays, Michael Jones, Russell Lancaster",AAAAAA,Sub Non-Varsity ,2016,116397,2,2,1,2,2,2,2,2, , Norland March (John Edmondson), Harvesting the Fields of Russia (Elena Roussanova Lucas), Hypnotic Fireflies (Brian Balmages),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
36, 100-Concert Band, Rockwall High School, TEA:, Rockwall, Michael Jones,AAAAAA,Non-Varsity ,2016,116429,2,1,1,1,1,1,2,1,C, The Klaxon March (Henry Fillmore), Dusk  (Bryant/ ), Courtly Airs and Dances (play three mvts) (Nelson/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
37, 100-Concert Band, Rowlett High School, TEA:, Rowlett, Art Ruangtip,AAAAAA,Varsity ,2016,116077,1,1,2,1,1,1,1,1,A, Honey Boys on Parade (Cupero/Gore), Symphony No. 3 for Band (play at least two mvts) (Giannini/ )," October, Symphonic Tone Poem, Opus 131 (Shosatakovich/Mitchell)",DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
38, 100-Concert Band, Rowlett High School, TEA:, Rowlett, Jason Myers,AAAAAA,Sub Non-Varsity B,2016,116164,2,2,2,2,2,1,2,2, , Fantasy on an Early American Marching Tune  (Sheldon/ ), In a French Garden  (Meyer/ ), Bonds of Unity (King/Swearingen),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
39, 100-Concert Band, Rowlett High School, TEA:, Rowlett, Jason Myers,AAAAAA,Non-Varsity ,2016,116155,1,1,1,1,1,1,1,1,C, Marches Des Parachutistes Belges (Leemans/Wiley), Spangled Heavens (play all) (Grantham/ ), Symphonic Dance No. 3 (Fiesta) (Williams/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
40, 100-Concert Band, Rowlett HS, TEA:, Rowlett, Christopher McHenry,AAAAAA,Sub Non-Varsity A,2016,116357,2,2,1,2,1,1,2,1,2, Choreography  (Sheldon/ ), Contrasto Grosso (play all) (de Haan/ ), Foiled Again (Wilds),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
41, 100-Concert Band, Sachse High School, TEA:, Sachse," John Robinson / Holly Taylor, Kevin MacDonald",AAAAAA,Sub Non-Varsity A,2016,116448,1,2,1,1,2,1,1,1,C, The Big Cage (King/ Glover), Blue Ridge Saga  (Swearingen/ ), La Madre de los Gatos  (Beck/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
42, 100-Concert Band, Sachse HS Band, TEA:, Sachse," Holly Taylor / Kevin MacDonald, John Robinson",AAAAAA,Varsity ,2016,116439,1,1,1,1,2,1,1,1,A, George Washington Bicentennial March (John Phillip Sousa), Overture to Candide  (Bernstein/Grundman or Beeler), The Red Machine  (Graham/ ),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
43, 100-Concert Band, Sachse HS Band, TEA:, Sachse, Kevin MacDonald / Holly Taylor/John Robinson,AAAAAA,Non-Varsity ,2016,116449,1,1,2,1,1,1,1,1,C," Men of Ohio (Henry Fillmore, arr. Schissel)", Fantasy on a Theme by Samual Barber  (Barber/Saucedo), Choreography  (Sheldon),DATE of EVENT 04/12/2016 ,Region: 3,1. Alan Harkey,2. Mike Lipe,3. Jeremy Strickland,1. Todd Dixon,2. Jim McDaniel,3. Joe Nunez
