,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Anna High School, TEA:, Anna, Christina Willingham,AAA,Varsity ,2014,88593,1,1,1,1,1,1,1,1,C, March Zuma (John O'Reilly), Colliding Visions (Brian Balmages), Mythos (Chris Bernotas),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
1, 100-Concert Band, Anna Middle School, TEA:, Anna, Curtis McCarthy,CC,Non-Varsity ,2014,88446,2,1,1,1,1,1,1,1,D, March of Freedom (John Edmondson), Storm Mountain Jubilee  (Strommen), Uskudar  (Anon. or Trad./Smith/Story),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
2, 100-Concert Band, Blue Ridge Middle School, TEA:, Blue Ridge, Julia Mack,C,Non-Varsity ,2014,94238,3,3,2,3,3,2,3,3, , Crusade  (Gassi/ ), Mythos  (Bernotas/ ), March of the Royal Guard (),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
3, 100-Concert Band, Celina Middle School, TEA:, Celina, Leah Cobb / Russ Rutherford and Corey Gilmore,CC,Varsity ,2014,89751,1,1,1,1,1,1,1,1,C, Lone Eagle March (John Edmondson), Wolseys Wilde  (Byrd/McGinty), Colliding Visions  (Balmages),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
4, 100-Concert Band, Edge Middle School (Community ISD), TEA:, Nevada, Liz Grant / Ross Grant,C,Varsity ,2014,93026,1,1,1,1,1,1,1,1,C, Normandy Beach  (John Edmondson), Two British Folk Songs  (Anon. or Trad./Del Borgo), Serengeti Dreams  (Smith/ ),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
5, 100-Concert Band, Farmersville Junior High School, TEA:, Farmersvillle, Jayme Smith / Scott Cross,C,Varsity ,2014,93889,2,2,2,2,1,1,1,1,2, Activity March (Bennett/Clark), Atlantis  (McGinty/ ), Majestica  (Gazlay/ ),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
6, 100-Concert Band, Gunter Middle School, TEA:, Gunter, Justin Wallis,C,Varsity ,2014,94031,2,2,2,2,2,1,1,1,2, Wedgwood March (William Owens), Allegretto (from Symphony No. 7)  (Beethoven/Court), Crusade  (Gassi),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
7, 100-Concert Band, Howe Middle School, TEA:, Howe, Michael Marsh / Julie Cook,C,Varsity ,2014,92718,1,1,1,1,1,1,1,1,C, Honor Roll March (Mark Williams), Mythos (Chris Bernotas), Challenger Point (Timothy Johnson),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
8, 100-Concert Band, L. H. Rather Middle School, TEA:, Bonham, Amanda Norris / Stephen Morgan,CC,Varsity ,2014,94521,3,3,2,3,2,2,2,2, , Kitty Hawk March (Edmondson), Modal Song and Dance (Del Borgo), Kenya Contrasts (Himes),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
9, 100-Concert Band, Leonard Junior High School, TEA:, Leonard, Ashley Calcote / Matt Stidham,C,Non-Varsity ,2014,95236,2,3,2,2,1,2,2,2, , Sakura  (Story/ ), Phantom Ship  (Del Borgo/ ), The Aviator March (Stidham),DATE of EVENT 04/11/2014 ,Region: 25,1. Eric Gray,2. Randy Jones,3. Rob Toups,1. Mike Glaze,2. Greg Miller,3. Daryl Trent,
