,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Economedes HS, TEA:, Edinburg," Rebecca Gartman / Tomas Pena Jr. Brian Sexton, Andres Salazar, Perla Chagoya",AAAAAA,Non-Varsity ,2017,123877,2,1,1,1,1,2,2,2,2, March of the Belgian Paratroopers (Leemans/Swearingen), Kentucky 1800  (Grundman), Slavonic Dance No. 8  (Dvorak/Balent),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
1, 100-Concert Band, Economedes HS, TEA:, Edinburg," Tomas Pena Jr / Andres Salazar, Rebecca Gartman, Brian Sexton, Perla Chagoya",AAAAAA,Varsity ,2017,123630,1,2,2,2,1,1,2,1,1, Amaparito Roca (Texidor/Fagan), Ave Maria (Biebl/Cameron), Festivo  (Gregson),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
2, 100-Concert Band, ED: Edinburg HS, TEA:, Edinburg," Amanda Enriquez & Ivry Moyeda / Jorge Martinez, Jason Rogers, & Moises Tobias",AAAAAA,Sub Non-Varsity A,2017,122120,2,2,3,2,2,1,2,2, , The Big Circus March (Foster), Prelude to Act I (from La Traviata)  (Verdi/Falcone), Kenya Contrasts  (Himes),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
3, 100-Concert Band, ED: Edinburg HS, TEA:, Edinburg," Jason Rogers / Amanda Enriquez, Jorge Martinez, Ivry Moyeda, Moises Tobias, Emmanuel Garcia, Shari Martinez, and Saul Regalado",AAAAAA,Varsity ,2017,121988,1,1,1,1,1,1,1,1,A, The Pathfinder of Panama (Sousa/Byrne), Molly On The Shore  (Grainger/Rogers/SMC), Symphony No. 2 (play mvt 3) (Ticheli),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
4, 100-Concert Band, ED: Edinburg HS, TEA:, Edinburg," Moises Tobias / Amanda Enriquez, Jorge Martinez, Ivry Moyeda, and Jason Rogers",AAAAAA,Non-Varsity ,2017,122124,1,1,1,1,1,1,1,1,C, The Westerner (Richards), Rippling Watercolors  (Balmages), Toccata for Band  (Erickson),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
5, 100-Concert Band, ED: North HS, TEA:, Edinburg, Carol Maciel / Chad Dempsey,AAAAAA,Sub Non-Varsity ,2017,123658,3,2,2,2,1,2,2,2, , Crosswinds March (James Swearingen), Polly Oliver (Thomas Root), Contempo (Michael Story),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
6, 100-Concert Band, ED: North HS, TEA:, Edinburg, Chad Dempsey,AAAAAA,Varsity ,2017,122938,1,1,1,1,1,1,1,1,A, A Slavic Farewell (Agapkin/Bourgeious), La Fiesta Mexicana (play at least two mvts) (Reed/ ), Turbo Scramjet  (Pitts/ ),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
7, 100-Concert Band, ED: North HS, TEA:, Edinburg, Ismael Ledezma,AAAAAA,Non-Varsity ,2017,122639,1,1,1,1,1,1,1,1,C, Variations on Scarborough Fair  (Custer/ ), Summer Resounding  (Balmages/ ), Allied Honor (Karl L. King/Arr. Swearingen),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
8, 100-Concert Band, ED: Robert Vela HS, TEA:, Edinburg, Michael Trejo,AAAAAA,Non-Varsity ,2017,123787,1,1,2,1,1,1,1,1,C, Prestissimo (King/Swearingen), Blue and Green Music  (Hazo/ ), Arabian Dances  (Balmages/ ),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
9, 100-Concert Band, ED: Robert Vela HS, TEA:, Edinburg, Tony Morales,AAAAAA,Sub Non-Varsity ,2017,123792,2,2,1,2,2,2,2,2, , At Sight March (Clark), In The Shining Of The Stars  (Sheldon/ ), Blue Ridge Reel  (Balmages/ ),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
10, 100-Concert Band, Hidalgo Early College HS, TEA:, Hidalgo, Jorge Lozano,AAAA,Varsity ,2017,124513,1,1,1,1,1,1,1,1,A, Pride of the Wolverines (Sousa/Fennell), Balkanya (play mvts 1 & 2 or mvts 2 & 3) (Van der Roost/ ), Ride  (Hazo/ ),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
11, 100-Concert Band, La Joya High School, TEA:, La Joya, Javier Adame,AAAAAA,Non-Varsity ,2017,124313,3,2,3,3,1,1,1,1,2, West Highlands Sojourn  (Sheldon/ ), Voices of the Sky  (Hazo/ ), Marche Diabolique (Balmages),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
12, 100-Concert Band, La Joya High School, TEA:, La Joya, Marco A. Gandaria,AAAAAA,Varsity ,2017,124295,2,2,2,2,1,1,1,1,1, A Festival Prelude  (Reed), Balkanya  (Van der Roost ), Coast Guards March (King/Swearingen),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
13, 100-Concert Band, LJ-Juarez-Lincoln HS, TEA:, Mission, Zynahia Montemayor-Banda,AAAAAA,Varsity ,2017,121410,1,1,1,1,1,1,1,1,A, Radetzky March (Johann Strauss), Variations on America  (Ives/Schuman/Rhoads), Summer Dances  (Balmages/ ),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
14, 100-Concert Band, LJ: Juarez-Lincoln HS, TEA:, Mission, Jesus Perez,AAAAAA,Non-Varsity ,2017,121462,1,1,1,1,1,1,1,1,C, New Forest March (Johnnie Vinson), Rippling Watercolors  (Balmages/ ), La Madre de los Gatos  (Beck/ ),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
15, 100-Concert Band, LJ: Palmview HS, TEA:, Mission, Jacob Banda,AAAAAA,Varsity ,2017,118690,1,1,1,1,1,1,1,1,A, March of the Belgian Paratroopers (Leemans/Wiley), A Longford Legend (play all) (Sheldon/ ), Ride  (Hazo/ ),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
16, 100-Concert Band, Mc: Memorial HS, TEA:, McAllen," Angel L. Martinez, Jr.",AAAAAA,Varsity ,2017,121078,1,1,1,1,1,1,1,1,B, Rolling Thunder (Fillmore), Sheltering Sky  (Mackey/ ), Overture to Candide  (Bernstein/Grundman or Beeler),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
17, 100-Concert Band, Mc: Memorial HS, TEA:, McAllen, Deborah Luna,AAAAAA,Non-Varsity ,2017,121079,1,1,2,1,1,1,1,1,C, Black Watch Concert March (Smith), Choreography  (Sheldon/ ), As Summer Was Just Beginning (Daehn/ ),DATE of EVENT 04/04/2017 ,Region: 15,1. JOHN RAUSCHUBER,2. SHANE SHINSATO,3. KEITH WITT,1. CARLOS LUNA,2. JOSH MARTINEZ,3. MARCOS TELLES,
