,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Adams Junior High, TEA: 101914056, Katy, Randallyn Holdford,CCC,Non-Varsity A,2022,173529,1,1,1,1,1,1,1,1,D, Marzo Zingaro (Standridge), Japanese Pictures (18467) (Mixon), Lions Gate (22318) (Sheldon),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
1, 100-Concert Band, Adams Junior High, TEA: 101914056, Katy, Randallyn Holdford,CCC,Sub Non-Varsity A,2022,173520,1,1,1,1,1,1,1,1,D, Fortitude (Owens), Annunciation (24114) (Story), Armory (19597) (Standridge),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
2, 100-Concert Band, Albright MS, TEA: 101903045, Houston, Megan Massarello,CCC,Non-Varsity ,2022,174379,2,3,2,2,1,1,2,1,2, Acclaim March (Larry Clark), Nottingham Castle (12)  (Daehn), Serengeti Dreams (648)  (Smith),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
3, 100-Concert Band, Alief MS, TEA: 101903041, Houston, Nick Nikolovski,CCC,Non-Varsity ,2022,174626,1,1,2,1,1,1,1,1,D, Fortitude - Concert March (William Owens), Dorian Chant (Bill Calhoun ), Great Beginnings  (Michael Kamuf),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
4, 100-Concert Band, Beck Junior High, TEA: 101914046, Katy, Taffy Singletary,CCC,Non-Varsity A,2022,174513,1,1,1,1,1,1,1,1,D, Lexington March (Edmondson), Colliding Visions (17502) (Balmages/), Majestica (17490) (Gazlay/),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
5, 100-Concert Band, Beck Junior High, TEA: 101914046, Katy, Taffy Singletary / Brenden Steber,CCC,Sub Non-Varsity A,2022,174516,1,1,1,1,2,1,1,1,D, Copper Creek March  (Edmondson), Elizabethan Dance (17482) (Williams/), Plaza de Toros (20709) (Story/),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
6, 100-Concert Band, Beckendorff Junior High, TEA: 101-914-050, Katy, Lela Kemp,CCC,Sub Non-Varsity A,2022,173504,1,1,1,1,1,1,1,1,D, Plaza de Toros (Michael Story), Big Sky Round-Up (Robert Sheldon), Night Fury (Carol Brittin Chambers),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
7, 100-Concert Band, Beckendorff Junior High, TEA: 101914050, Katy, Jonathan Churak-Simpson,CCC,Non-Varsity A,2022,174580,1,1,1,1,1,1,1,1,D, Andalucia (Victor Lopez), Shadow of the Longship (20754) (Rath/), Storm Mountain Jubilee (16225) (Strommen/),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
8, 100-Concert Band, Cardiff Junior High, TEA: 101914051, Katy,  Dan Brodt / Daniel Zavala,CC,Non-Varsity A,2022,172526,2,2,3,2,1,1,2,1,2, Great Beginnings (24119)  (Kamuf), Acropolis (24113)  (Putnam), Geyser Point March (Fergususon),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
9, 100-Concert Band, Cinco Ranch Jr. High, TEA: 101-914-048, Katy, Rachelle Isaacson / Lisa James,CCC,Sub Non-Varsity A,2022,171871,1,1,1,1,1,1,1,1,D, Crystal Creek  (Matthew Putnam), Sakura (62) (Traditional/Story), Dorian Chant (20589) (Calhoun/),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
10, 100-Concert Band, Cinco Ranch Jr. High, TEA: 101914048, Katy, Lisa James / Rachelle Isaacson,CCC,Non-Varsity A,2022,171897,1,1,1,1,1,1,1,1,D, El Relicario (Jose Padilla/Michael Story), The Tears of Arizona (20591) (Balmages/), Gathering In The Glen (652) (Sweeney/),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
11, 100-Concert Band, Haskett Junior High, TEA: 101914057, Katy, Inez McGraw / Jeffrey Tipps,CC,Sub Non-Varsity A,2022,174817,1,1,1,1,1,1,1,1,D, March of the Minutemen (Edmondson), Qin Shis Stone Army (19600) (Arcari/), Armory (19597) (Standridge/),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
12, 100-Concert Band, Haskett Junior High, TEA: 101914057, Katy, Jeffrey Tipps / Inez McGraw,CC,Non-Varsity A,2022,174851,1,1,1,1,1,1,1,1,D, Southampton March (Sheldon), Colliding Visions (17502) (Balmages/), Japanese Pictures (18467) (Mixon/),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
13, 100-Concert Band, Hogg MS, TEA: 101912053, Houston, David Sells,CCC,Non-Varsity ,2022,172237,2,3,3,3,1,2,2,2, , Andalucia (Victor Lopez), At The Water's Edge (Rob Romeyn), Armory (Randall Standridge),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
14, 100-Concert Band, Holub Middle School, TEA: 32828, Houston, Carl Dickey,CCC,Non-Varsity ,2022,172592,3,2,3,3,1,2,1,1,2, Dorian Chant (20589)  (Calhoun), Plaza de Toros (20709)  (Story), Kitty Hawk March (Edmondson),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
15, 100-Concert Band, Katy Junior High, TEA: 101914041, Katy, Cindy Gorton / Richard Maher,CCC,Non-Varsity A,2022,171294,2,1,2,2,2,1,2,2, , Union March (Mekel Rogers), Acropolis (24113) (Putnam/), Great Beginnings (24119) (Kamuf/),DATE of EVENT 03/30/2022 ,Region: 23,1. Bernard Rosenberg,2. Jill Yancey,3. Rick Yancey,1. Lance Finley,2. Reece Nagai,3. Edward Odeh,
