,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, Alamo Heights HS, TEA:, San Antonio, Amber Metzner / David Stephenson,AAAA,Non-Varsity ,2014,91628,2,2,3,2,1,1,1,1,2, Hosts of Freedom (King/Paynter), River of Dreams  (Lopez), West Highlands Sojourn  (Sheldon),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
1, 100-Concert Band, Brackenridge High School, TEA:, San Antonio," Gabriel Valdez / Alfonso Alvarado, Mark Wolocki",AAAA,Non-Varsity ,2014,91610,2,2,1,2,1,1,1,1,2, March of Honor (J. Edmondson), Our Kingsland Spring  (Hazo/ ), Joy  (Ticheli/ ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
2, 100-Concert Band, Brackenridge HS, TEA:, San Antonio," Mark Wolocki / Alfonso Alvarado, Gabriel Valdez",AAAA,Sub Non-Varsity ,2014,91089,2,3,2,2,2,3,2,2, , March Zuma (John O'Reilly), River of Dreams (Victor Lopez), Two British Folk Songs  (Anon. or Trad./Del Borgo),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
3, 100-Concert Band, Canyon HS, TEA:, New Braunfels, Bob Whipkey,AAAAA,Non-Varsity ,2014,88462,2,1,1,1,1,1,1,1,C, Raging Thunder (Shaffer), La Tregenda  (Puccini/Beck), American Folk Rhapsody No. 2  (Grundman ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
4, 100-Concert Band, Canyon HS, TEA:, New Braunfels, Jaime Alvarez-Calderon,AAAAA,Sub Non-Varsity A,2014,88202,2,2,1,2,1,1,1,1,2, Quintology  (Meyer/ ), Blue and Green Music  (Hazo/ ), The Tahoka Galop (Owens),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
5, 100-Concert Band, Canyon HS, TEA:, New Braunfels," Jason Adam / Whipkey, Alvarez-Calderon",AAAAA,Sub Non-Varsity B,2014,88200,2,2,1,2,1,1,1,1,2, Vivo! Galop (Kiefer / Glover), Fantasy on an Early American Marching Tune  (Sheldon), Spirit of an Eagle  (Clark),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
6, 100-Concert Band, Churchill High School, TEA:, San Antonio, Charles Stollon,AAAAA,Non-Varsity ,2014,93933,1,1,1,1,1,1,1,1,C, Marche of the Belgian Paratroopers (Leemans/Wiley), Sleep  (Whitacre/ ), Balkanya  (Van der Roost/ ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
7, 100-Concert Band, Churchill High School, TEA:, San Antonio, Tony Ruiz / Charles Stollon,AAAAA,Sub Non-Varsity ,2014,93734,3,1,2,2,1,1,1,1,2, Free World March (King/Swearingen), Prospect  (La Plante/ ), Joy Revisited  (Ticheli/ ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
8, 100-Concert Band, Claudia Taylor Johnson HS, TEA:, San Antonio, Alan Sharps / Jarrett Lipman,AAAAA,Non-Varsity ,2014,94980,1,1,1,1,1,1,1,1,C, The Sinfonians (Clifton Williams), Oracle  (Rath/ ), Psalm for Band  (Persichetti/ ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
9, 100-Concert Band, Claudia Taylor Johnson HS, TEA:, San Antonio," Jordan Stern / Jarrett Lipman, Alan Sharps",AAAAA,Sub Non-Varsity ,2014,94320,1,1,1,1,1,1,1,1,C, Circus Days (King/Schissel), Loch Lomond  (Ticheli/ ), A Longford Legend (play all) (Sheldon/ ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
10, 100-Concert Band, East Central HS, TEA:, San Antonio," Ashley Roberts / James Snider, Ron Garza, Thomas Esperiqueta",AAAAA,Sub Non-Varsity B,2014,87749,2,2,1,2,1,2,1,1,2, Newcastle March (Vinson), Fantasy on a Fiddle Tune  (LaPlante/ ), Crest of Nobility  (Sheldon/ ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
11, 100-Concert Band, East Central HS, TEA:, San Antonio," Ron Garza / James Snider, Thomas Esperiqueta, Ashley Roberts",AAAAA,Non-Varsity ,2014,87414,1,1,2,1,1,2,2,2,2, Contrasto Grosso (play all) (de Haan/ ), Adrenaline Engines  (Standridge/ ), La Fiesta Brava (Paso Doble) (),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
12, 100-Concert Band, East Central HS, TEA:, San Antonio," Thomas Esperiqueta / James Snider, Ron Garza, Ashley Roberts",AAAAA,Sub Non-Varsity A,2014,91054,3,3,3,3,2,2,1,2, , Bonds of Unity (Karl King/ James Swearingen), Kenya Contrasts  (Himes/ ), Havendance  (Holsinger/ ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
13, 100-Concert Band, Edison HS, TEA:, San Antonio," Adela Lerma / Javier E. Tapia, Robert C. Villanueva",AAAA,Sub Non-Varsity ,2014,92071,3,3,3,3,3,3,3,3, , Stratford March (Higgins), Colliding Visions (Balmages), Mythos (Bernotas),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
14, 100-Concert Band, Edison HS, TEA:, San Antonio," Robert C Villanueva / Javier E. Tapia, Adela Lerma",AAAA,Non-Varsity ,2014,90523,1,1,1,1,2,1,1,1,C, March of the Royal Guard (Gorham), In a Quiet Place  (Calhoun/ ), Abracadabra  (Ticheli/ ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
15, 100-Concert Band, Fox Tech HS, TEA:, San Antonio, Bob Navarro,AAAA,Non-Varsity ,2014,91976,1,1,1,1,1,1,1,1,C, Peacemaker March (K. King /J. Swearingen), An Irish Interlude  (Barker), American Riversongs  (La Plante),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
16, 100-Concert Band, Highlands HS, TEA:, San Antonio," russel gongora / Russel Gongora, Ray Lozano",AAAA,Non-Varsity E,2014,91010,2,2,1,2,2,2,2,2, , Phantom Ship (Del Borgo), Japanese Pictures (Kevin Mixon), New Castle March (Johnnie Vinson),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
17, 100-Concert Band, Jefferson HS, TEA:, San Antonio, Jonathan Mireles,AAAA,Sub Non-Varsity ,2014,94661,3,2,3,3,2,1,2,2, , March Concord  (John Edmondson), Chester (Billings/Osterling)," Moscow, 1941 (Balmages)",DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
18, 100-Concert Band, Jefferson HS, TEA:," San Antonio, Tx"," Gene Centeno / Jonathan Mireles, Roger Duran",AAAA,Non-Varsity ,2014,94308,2,1,1,1,1,1,1,1,C, Norland March (John Edmondson), From an 18th Century Album (mov'ts 1 & 3) (Myers/ ), Adrenaline Engines  (Standridge/ ),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
19, 100-Concert Band, Judson HS, TEA:, Converse, Jeffrey Keyes,AAAAA,Non-Varsity ,2014,89991,1,1,1,1,1,1,1,1,C, United Nations (Karl L. King/James Swearingen), Glaciers (Scott Director), Spoon River (Percy Grainger/Robert Sheldon),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
20, 100-Concert Band, Judson HS, TEA:, Converse, Scott McDonald / Dean Ponseti,AAAAA,Sub Non-Varsity ,2014,89992,1,2,1,1,1,1,1,1,C, Steel  (Standridge/ ), Three Ayres From Gloucester (Stuart/ ), Torch of Liberty March (King/Swearingen),DATE of EVENT 04/08/2014 ,Region: 12,1. Keith Dye,2. Oscar Herrera,3. Si Millican,1. Phil Anthony,2. Steve Sanchez,3. Roland Sandoval
