,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Aldine High School, TEA: 101902, Houston," Jeremy Gray / Lee Redfearn, Jose Navarette, Dominic Dawkins",AAAAAA,Sub Non-Varsity B,2022,178199,2,3,3,3,3,3,3,3, , Mister Joe March (Bennet/Larry Clark), Appalachian Morning (17446)  (Sheldon), Legend of Knife River (93)  (Bulla),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
1, 100-Concert Band, Aldine High School, TEA: 101902, Houston," Jeremy Gray / Lee Redfearn, Jose Navarette, Dominic Dawkins",AAAAAA,Sub Non-Varsity A,2022,178198,2,2,2,2,1,1,1,1,2, Sketches of Canada (19608) (Story), Children's March (Grainger/Wagner), Brave Spirit (19611)  (Standridge),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
2, 100-Concert Band, Atascocita High School, TEA: 101913008, Humble," Douglas Grice / Anthony Hicks, Hailey Cook",AAAAAA,Sub Non-Varsity B,2022,177542,1,1,1,1,2,2,2,2,2, Tanchozuru (20595)  (Standridge), Joy (15824)  (Ticheli), Activity March (Clark),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
3, 100-Concert Band, Atascocita High School, TEA: 101913008, Humble," Haley Cook / Doug Grice, Anthony Hicks",AAAAAA,Sub Non-Varsity A,2022,178006,1,1,1,1,1,1,1,1,C, Allied Honor March (King/Swearingen), Canterbury Walk (153) (Strommen/), Declaration Overture (150) (Smith/),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
4, 100-Concert Band, C. E. King High School, TEA: 101924001, Houston," Alejandro Cruz / Liz Boone, Joshua Bretzke",AAAAAA,Sub Non-Varsity A,2022,174989,2,2,2,2,2,2,2,2, , Darklands March (Randall Standridge), Cumberland Cross (154) (Strommen/), Egyptique (Owens),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
5, 100-Concert Band, Crosby High School, TEA: 101-906, Crosby," Kevin Knight / Zachary Sanchez, Charlie Truong",AAAAA,Varsity ,2022,178133,1,1,1,1,1,1,1,1,A, Overture to Candide (Bernstein/Grundman), Until the Scars (Mackey), First Suite for Band - IV. Gallop (Reed),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
6, 100-Concert Band, Crosby High School, TEA: 101-906, Crosby," Zachary Sanchez / Kevin Knight, Charlie Truong",AAAAA,Non-Varsity A,2022,178135,1,1,1,1,1,1,2,1,B, Normandy Beach (Edmondson), Joy Revisited (Ticheli), Brave Spirit (Standridge),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
7, 100-Concert Band, Davis HS, TEA: 443644, Houston, Venerson Villanueva,AAAAAA,Sub Non-Varsity ,2022,177177,1,2,1,1,2,2,1,2,2, The Red Cape March (James Meredith), The Old Red Mill (Brant Karrick), Japanese Pictures (Kevin Mixon),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
8, 100-Concert Band, Eisenhower HS, TEA: 101-902-004, Houston, Timothy Richardson,AAAAAA,Sub Non-Varsity A,2022,178208,3,2,2,2,1,1,2,1,2, Advance March  (Bennett/Clark), Abracadabra (15823)  (Ticheli), Air for Band (22)  (Erickson),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
9, 100-Concert Band, Eisenhower HS, TEA: 101-902-004, Richmond, Cody Jamison,AAAAAA,Sub Non-Varsity B,2022,178235,4,3,3,3,2,2,3,2, , Conquista (Shaffer), La Madre de los Gatos (17509)  (Beck), Japanese Pictures (18467)  (Mixon),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
10, 100-Concert Band, Galena Park High School, TEA: 101910002, Galena Park," KC Christensen / Tyler Bordelon, Jonathan Carr",AAAAA,Varsity ,2022,177965,1,1,1,1,1,1,1,1,A," They're Off! (Fred Jewell, Arr. by Andrew Glover)", Dusk (Bryant), Strange Humors (Mackey),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
11, 100-Concert Band, Galena Park High School, TEA: 101910002, Galena Park," Tyler Bordelon / KC Christensen, Jonathan Carr",AAAAA,Non-Varsity ,2022,177964,1,1,1,1,1,1,1,1,B, Darklands March (Randall D. Standridge), Laniakea (Jack Wilds), Hypntoic Fireflies (Brian Balmages ),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
12, 100-Concert Band, Humble HS, TEA: 101913001, Humble," Doug Maake / Cory Roberts, Jon Whitelock",AAAAAA,Sub Non-Varsity A,2022,178128,3,2,2,2,3,3,3,3, , The Whirlybird March (Edmondson), Egyptique (19576) (Owens/), Big Sky Round-Up (17480) (Sheldon/),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
13, 100-Concert Band, Kingwood High School, TEA: 101913002, Kingwood," Hannah Scott / Tyler Morrison, Kameron Landes",AAAAAA,Sub Non-Varsity A,2022,178007,2,2,1,2,1,1,1,1,2, Hosts of Freedom March (King), Abracadabra (15823)  (Ticheli), Variations on Scarborough Fair (202)  (Custer),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
14, 100-Concert Band, Kingwood High School, TEA: 1091913002, Kingwood," Hannah Scott / Tyler Morrison, Kameron Landes",AAAAAA,Sub Non-Varsity B,2022,178011,2,1,2,2,1,2,1,1,2, Torch of Liberty March (King), Scenes from the American West (21581) (play at least 2 mvts.) (Wilds), Four Short Festive Dances (19605) (play all) (Eveland),DATE of EVENT 04/26/2022 ,Region: 33,1. Wade McDonald,2. John Nelson,3. Jill Yancy,1. Dana Pradervand,2. Jerriard Dillard,3. John CArrol,
