,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0, 100-Concert Band, A.P. Solis Middle School, TEA:, Donna, raul ramirez,CC,Varsity ,2008,42327,1,2,1,1,2,2,1,2,2, To The Colors (Edmonson), Ballet of Spring (Ballet du printemps)  (O'Connor), Two British Folk Songs  (Anon. or Trad./Del Borgo),DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
1, 100-Concert Band, B. Garza Middle School, TEA:, Weslaco, David Torch,CCC,Varsity ,2008,39509,1,1,1,1,2,2,2,2,2, Contempo (Story), A Sailor's Odyssey (Bobrowitz), Conquista (David Shaffer),DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
2, 100-Concert Band, B. Garza Middle School, TEA:, Weslaco, Olivia Aguayo,CCC,Non-Varsity A,2008,39618,3,3,3,3,3,3,3,3, , Two English Dances (John O'Reilly), Amazing Grace (Traditional arr. John Edmondson), The Lone Eagle March (John Edmondson),DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
3, 100-Concert Band, Berta Cabaza MS, TEA:, San Benito, Rudy Gonzalez,CC,Non-Varsity ,2008,40978,2,3,3,3,3,3,3,3, , Infinity (James Curnow), Ballet of Spring (Ballet du printemps)  (O'Connor), Two Minute Symphony  (Margolis),DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
4, 100-Concert Band, Berta Cabaza MS, TEA:, San Benito, Rudy Gonzalez,CC,Varsity ,2008,40977, , , , , , , , , , Guardians of Liberty (Paul Murtha), Gathering In The Glen  (Sweeney)," Simple Gifts, Four Shaker Songs (play mvt 1, 2, or 4) (Ticheli)",DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
5, 100-Concert Band, Besteiro Middle School, TEA:, Brownsville, Hector A. Molina,CC,Varsity ,2008,36993,2,1,1,1,3,3,2,3,2, Guardians of Liberty (Paul Murtha), The Battle Pavane  (Susato/Margolis), Russian Sailor's Dance  (Gliere/Williams),DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
6, 100-Concert Band, Carlos F. Truan, TEA:, Edcouch, Jose Ayala Jr,CC,Non-Varsity ,2008,40177,2,2,1,2,2,3,2,2, , Yorktown March (John Edmondson), Atlantis  (McGinty), Nottingham Castle  (Daehn),DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
7, 100-Concert Band, Carlos F. Truan, TEA:, Edcouch, Samuel Montelongo Jr.,CC,Varsity ,2008,39687,1,1,1,1,2,1,1,1,C, CASTLEWOOD MARCH (HALE/HALE)," Simple Gifts, Four Shaker Songs (play mvt 1, ) (Ticheli)", Two British Folk Songs  (Anon. or Trad./Del Borgo),DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
8, 100-Concert Band, Central Middle School, TEA:, Weslaco, Ron Lowe,CCC,Varsity ,2008,36877,1,2,2,2,3,2,2,2, , Australian Folk Fantasy  (Williams), Legend of Knife River  (Bulla)," Gleneagle  (Cotter, Bob)",DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
9, 100-Concert Band, Coakley Middle School, TEA:, Harlingen, Barbara Figarelli,CC,Non-Varsity A,2008,41045, , , , , , , , , , March of the Sentinels (Edmondson), Two English Dances  (Anon. or Trad./O'Reilly), Atlantis  (McGinty),DATE of EVENT 04/16/2008 ,Region: 28,1. 1,2. 2,3. 3,1. 4,2. 5,3. 6
