,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Alton Junior High School, TEA:, Mission, Angel Gamboa,CC,Varsity ,2018,130283,1,1,1,1,2,2,2,2,2, Laredo March  (Higgins), Danza de Espana  (Chambers), Fireball!  (Beck),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
1, 100-Concert Band, Audie Murphy Middle School, TEA:, Alamo, Joseph Torres,CC,Varsity ,2018,128784,1,1,1,1,2,2,2,2,2, Torch of Liberty (Karl L. King /James Swearingen), Our Kingsland Spring  (Hazo), Armory  (Standridge),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
2, 100-Concert Band, Barrientes Middle School, TEA:, Edinburg, Saul Regalado,CCC,Varsity ,2018,129299,1,1,1,1,1,2,1,1,C, Summit March (Harold Bennett arr. Larry Clark), The Rowan Tree (Randall D. Standridge), Sketches of Canada  (Traditional arr. Michael Story),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
3, 100-Concert Band, Barrientes MS, TEA:, Edinburg, Shari Martinez,CCC,Non-Varsity ,2018,129220,1,1,1,1,1,1,1,1,D, Fortitude (William Owens), Conviction (Larry Clark), Fortis (Gary Galazy),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
4, 100-Concert Band, Brewster MS, TEA:, Edinburg, Joseph Sanchez,C,Varsity ,2018,128762,1,1,1,1,1,1,1,1,C, Spitfire (Concert March) (Michael Story), Colliding Visions (Brian Balmages), Tanchozuru (Randall D. Standridge),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
5, 100-Concert Band, ED: Barrientes MS, TEA:, Edinburg, Jessica Garza,CCC,Sub Non-Varsity ,2018,129272,1,1,1,1,1,1,1,1,D, Onward and Upward (William Owens), Two Minute Symphony (Margolis), Dance Celebration (Smith),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
6, 100-Concert Band, ED: Garza MS, TEA:, Edinburg, Delia Quilantan,CCC,Varsity ,2018,130258,1,1,1,1,2,2,2,2,2, Symbol of Honor (Quincy Hilliard), Fireball!  (Beck), Blue Ridge Reel  (Balmages),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
7, 100-Concert Band, ED: Garza MS, TEA:, Edinburg, Robert E. Henry,CCC,Non-Varsity ,2018,130650,2,2,2,2,2,2,2,2, , Kings Men (Grant Hull), Phantom Ship  (Del Borgo), Uskudar  (Anon. or Trad./Smith/Story),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
8, 100-Concert Band, ED: South MS, TEA:, Edinburg, Marco Morales,CCC,Sub Non-Varsity ,2018,132620,2,2,2,2,2,2,1,2, , Infinity March (Curnow), Dance Celebration  (Smith), Summit Fanfare  (Owens),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
9, 100-Concert Band, ED: South MS, TEA:, Edinburg, Norma Fuentes,CCC,Non-Varsity ,2018,132614,2,1,1,1,1,1,1,1,D, Excitation March (Grice), Courtlandt County Festival (Owens), Fortis (Gazlay),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
10, 100-Concert Band, Edinburg Memorial MS, TEA:, Edinburg, Eduardo Ruiz Jr. / Tracy Barraz,CCC,Varsity ,2018,129421,1,1,1,1,2,2,2,2,2, Andalucia (Victor Lopez), Fireball!  (Beck), Danza de Espana  (Chambers),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
11, 100-Concert Band, Edinburg Memorial MS, TEA:, Edinburg, Tracy Barraz / Eduardo Ruiz Jr.,CCC,Non-Varsity ,2018,129439,2,2,1,1,1,2,2,2,2, Gallant March (Michael Sweeney), Night Fury  (Chambers), Atlantis  (McGinty),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
12, 100-Concert Band, Harwell MS, TEA:, Edinburg, Eduardo Trevino,CCC,Varsity ,2018,128805,2,1,1,1,2,2,2,2,2, Japanese Pictures  (Mixon), Fireball!  (Beck), Wedgwood March  (William Owens),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
13, 100-Concert Band, Harwell MS, TEA:, Edinburg, Peter Astudillo / Eduardo Trevino,CCC,Non-Varsity ,2018,128746,2,1,1,1,1,1,2,1,D, Night Fury  (Chambers), Dance Celebration  (Smith), March of the Robot Brigade (Bernotas),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
14, 100-Concert Band, HGO: Diaz JH, TEA:, Hidalgo, Julie P. Wilson,CC,Varsity ,2018,129826,1,1,1,1,1,1,1,1,C, Activity (Harold Bennett), As Twilight Falls  (Sheldon), Brave Spirit  (Standridge),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
15, 100-Concert Band, HGO: Diaz JH, TEA:, Hidalgo, Maximo Gutierrez,CC,Non-Varsity ,2018,129959,1,1,1,1,1,2,1,1,D, Eagle Command March (Quincy C Hilliard), Distant Horizons (Sweeney), Dance Celebration  (Smith),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
16, 100-Concert Band, Kenneth White Jr High, TEA:, Mission, Monica Rios,CC,Sub Non-Varsity ,2018,128514,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Mountainbrook March (Douglas Akey), Dorian Chant  (Calhoun), Qin Shi's Stone Army  (Arcari),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
17, 100-Concert Band, LJ: Salinas MS, TEA:, mission, OSCAR GARCIA JR,CC,Varsity ,2018,128525,2,2,2,2,4,3,3,3, , Winchester March (John Edmondson), Summit Fanfare (William Owens), Fireball! (Beck),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
18, 100-Concert Band, LJ: Trevino MS, TEA:, Alton, Joe Villarreal / Joshua Martinez,CC,Varsity ,2018,128574,1,1,1,1,1,1,1,1,C, Courage (March) (Larry Clark), As Twilight Falls (Robert Sheldon), Night Fury  (Chambers),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
19, 100-Concert Band, LJ: Cesar Chavez Middle School, TEA:, Mission, Noe Ramirez Jr.,CC,Varsity ,2018,128757,1,1,1,1,1,2,1,1,C, Paso Flamenco (Victor Lopez), Soldiers' Procession & Sword Dance (Bob Margolis), Tanchozuru (Song of the Red-Crowned Crane) (Randall D. Standridge ),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
20, 100-Concert Band, LJ: De Zavala MS, TEA:, La Joya, Diana Campuzano,CC,Varsity ,2018,128605,1,1,1,1,2,2,2,2,2, Andalucia (Victor Lopez), Heroes Triumphant (William Owens), Tanchozuru (Randall Standridge),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
21, 100-Concert Band, LJ: De Zavala MS, TEA:, La Joya, Roxanne Rivera,CC,Non-Varsity ,2018,128800,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Union March  (Rogers), Dorian Chant  (Calhoun), Plaza de Toros  (Story),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
22, 100-Concert Band, LJ: Garcia MS, TEA:, Mission, Dina Garcia / Victor M. Garza,CC,Varsity ,2018,128254,1,1,1,1,1,2,1,1,C, The Red Cape (James Meredith), Our Kingsland Spring  (Hazo), Japanese Pictures  (Mixon),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
23, 100-Concert Band, LJ: Memorial MS, TEA:, Mission, Roberto A. Flores,CC,Non-Varsity ,2018,128348,2,1,1,1,1,1,1,1,D, Valley Forge March (Edmondson), Sea Song Trilogy ( McGinty ), Ming Court (Pitter),DATE of EVENT 03/06/2018 ,Region: 15,1. Criselda Marroquin,2. Adan Molina,3. Michael Ramirez,1. Ben Keltner,2. Joel May,3. Reece Nagai,
