,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band,  SPC Rafael Hernando Middle School, TEA: 071909048, El Paso, Catherine Dixon,CC,Varsity ,2022,176111,2,2,2,2,1,2,1,1,2, March Royale (Mark Williams), At The Water's Edge (Rob Romeyn), Danza de Espana (Carol Brittin Chambers),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney,
1, 100-Concert Band, Alderete Middle School, TEA: 1548117, Canutillo, Larry Adame,CC,Non-Varsity A,2022,171717,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Triumph and Glory (Bob Turner), Spring Song (50) (Nowak), Crusade  (Vince Gassi),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney,
2, 100-Concert Band, Alicia R. Chacon, TEA: 071905138, El Paso, Kevin Vazquez / Salvador Melendez,C,Non-Varsity ,2022,176089,3,2,2,2,1,1,1,1,2, March Spectacular (Johnson), Ghost Ship (Story), Odyssey (Branchfield),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney,
3, 100-Concert Band, Bassett Middle School, TEA: 071902049, El Paso, Kyle Gurule,CC,Non-Varsity ,2022,175850,4,3,4,4,3,2,3,3, , Fortitude (Concert March) (William Owens), At the Water's Edge (Rob Romeyn), Dance Celebration (Robert W. Smith),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney,
4, 100-Concert Band, Bel Air Middle School, TEA: 071905055, El Paso, Merideth Stevens,CCC,Non-Varsity ,2022,176784,1,1,1,1,1,1,1,1,D, Union March (Mekel Rogers), Courtlandt County Festival (15820)  (Owens), Night Fury (20593)  (Chambers),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney,
5, 100-Concert Band, Bill Sybert School, TEA: 071909122, El Paso, Daniel Reyes,C,Varsity ,2022,175680,3,3,4,3,3,2,3,3, , Lexington March (j. Edmondson), Chester (21257)  (Billings/Osterling), The Enchanted Wizard (J. O'Reilly),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney,
6, 100-Concert Band, Brown Middle School, TEA: 071902056, El Paso, Michael Mendez, Acc:n/a,CC,Non-Varsity ,2022,176616,1,1,1,1,1,1,1,1,D, Delta Force (Paul Cook), A Song Of Hope (Jack Stamp), Pinnacle (Rob Grice),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney
7, 100-Concert Band, Canutillo Middle School, TEA: 071907, Canutillo, Christian Rodriguez,CC,Non-Varsity ,2022,171264,2,1,2,2,3,1,4,3, , Prestige March (Sandy Feldstein & Larry Clark), In a Quiet Place (Bill Calhoun), Armory (Randall D. Standridge),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney,
8, 100-Concert Band, Canyon Hills Middle School, TEA: 071902043, El Paso, Nathan Eby,CC,Non-Varsity ,2022,177351,4,4,4,4,4,4,4,4, , Andalucia (Victor Lopez), In The Bleak Midwinter (34)  (Holst/Bullock), Vulcans Forge (24127)  (Roszell),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney,
9, 100-Concert Band, Clint Junior High, TEA: 07901041, Clint, Alberto Falcon,CC,Non-Varsity ,2022,177272,3,1,2,2,1,1,1,1,2, American Spirit March (John Higgins), cahokia (Jared Spears), ghost ship (MIchael Story),DATE of EVENT 04/12/2022 ,Region: 22,1. Greg Countryman,2. Ross Grant,3. Susan Glover,1. Michael Owen,2. Joshua Chessher,3. Guy McKinney,
