,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0, 100-Concert Band, Anahuac ISD, TEA:, Anahuac," Kara Phillips / Michael Brodowski, Jack Waldrop",C,Varsity ,2014,88125,2,2,1,2,1,1,1,1,2, Courage March (Bennett/), Alpine Meadow  (Hodges/ ), Pevensey Castle  (Sheldon/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
1, 100-Concert Band, Austin Middle, TEA:, Beaumont, alvin broussard / none, Acc:none,CC,Non-Varsity ,2014,89698,5,5,5,5,5,5,5,5, , Skye Boat Song (John O'Reilly), Madirigal For Band (Anne McGinty), Copper Creek March (John Edmondson),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith
2, 100-Concert Band, Baytown Middle School, TEA:, Baytown, Carrie Faulkner / Patricia Cormier,CC,Varsity ,2014,89519,2,1,1,1,1,1,1,1,C, The Big Circus March (Robert Foster), River of Dreams  (Lopez/ ), Japanese Pictures  (Mixon/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
3, 100-Concert Band, Bridge City Middle, TEA:, Bridge City," Brenda Legendre / Tami Goss, Russell Tipton",CC,Non-Varsity ,2014,90935,2,1,1,1,1,2,1,1,D, Valley Forge (Edmondson), Serengeti Dreams (Robert W. Smith), Big Sky Roundup (Sheldon),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
4, 100-Concert Band, Bridge City Middle, TEA:, Bridge City," Tami Goss / Brenda Legendre, Russell Tipton",CC,Varsity ,2014,90933,1,2,1,1,1,1,1,1,C, Normandy Beach (Edmondson), Our Kingsland Spring (Hazo), Choreography (Sheldon),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
5, 100-Concert Band, C.O. Wilson Midlle, TEA:, Nederland, Gary Janecek,CC,Non-Varsity ,2014,90542,1,1,1,1,1,1,1,1,D, Brandy Station March (Edmondson), Court Festival  (Pearson/ ), Big Sky Round-Up  (Sheldon/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
6, 100-Concert Band, Cedar Bayou Junior School, TEA:, Baytown, Kurt David,CCC,Varsity ,2014,90185,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Kitty Hawk (Ed Huckaby), Japanese Pictures  (Mixon/ ), Colliding Visions  (Balmages/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
7, 100-Concert Band, Central Middle, TEA:, Nederland, Eric Rose / Michelle Melancon,CC,Varsity ,2014,90518,2,2,1,2,1,1,1,1,2, The Greatest Generation (Concert March) (Edmondson), Colliding Visions  (Balmages), Serengeti Dreams  (Smith),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
8, 100-Concert Band, CO Wilson Middle School, TEA:, Nederland, Justin Collazo / James Frasier,CC,Varsity ,2014,90520,1,2,1,1,1,1,1,1,C, La Madre de los Gatos (Beck), A Childhood Hymn  (Holsinger/ ), Adrenaline Engines  (Standridge/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
9, 100-Concert Band, Edwards-Johnson Memorial Silsbee Middle School, TEA:, Silsbee, Aaron Barnes / Todd Patterson,CC,Varsity ,2014,87619,1,2,1,1,1,1,1,1,C, Festival March (Robert Baler), Summit Fanfare (William Owens), Japanese Pictures (Kevin Mixon),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
10, 100-Concert Band, Gentry Junior School, TEA:, Baytown, Kristi Daley Hardy / John Clifford Brown,CC,Varsity ,2014,90163,2,2,1,2,1,1,1,1,2, Normandy Beach (John Edmondson), In The Shining Of The Stars  (Sheldon/ ), Flight of Eagles  (Del Borgo/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
11, 100-Concert Band, Groves Middle School, TEA:, Groves, Martin Trammel / Phillip Maldonado,CC,Varsity ,2014,90248,1,1,1,1,1,1,1,1,C, Andalucia (Victor Lopez), Summit Fanfare  (Owens/ ), Japanese Pictures  (Mixon/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
12, 100-Concert Band, Groves Middle School, TEA:, Groves, Rebecca Creel / Martin Trammel,CC,Non-Varsity ,2014,90392,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Quicksilver March (Gary Fagan), Conviction  (Clark/ ), Dance Celebration  (Smith/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
13, 100-Concert Band, Ham-Fannett Middle, TEA:, Beaumont, Jennifer Howland,CC,Varsity ,2014,88856,3,3,3,3,1,1,2,1,2, Valley Forge March (), Contempo (Story/ ), Enchanted Island (Rouse/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
14, 100-Concert Band, Henderson Middle School, TEA:, Sour Lake, Ramon Ramos / Michael Rose and Mike Westbrook,CC,Varsity ,2014,90613,3,2,2,2,2,2,1,2, , Andalucia (Lopez), Colliding Visions  (Balmages/ ), Dance Celebration  (Smith/ ),DATE of EVENT 03/05/2014 ,Region: 10,1. Stuart Bird,2. Sandy Bow Brunskill,3. Lisa Stiles,1. Mike Olson,2. Mary Yust-Trum,3. Travis Smith,
